Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
690.000,0.6505618,0.6151762,0.6268454,0.5790696,0.5861654,0.6421666,0.5295205,0.5687089,0.589963,0.6062107,0.5952196,0.5567832,0.5478439,0.5699248,0.5953798,0.5884781,0.5575175,0.5465078,0.6107268,0.5788856,0.5990748,0.5748405,0.6033659,0.5935812,0.5799198,0.5508494,0.5791965,0.589705,0.5857153,0.5739846,0.5564504,0.6013255,0.5723433,0.6258693,0.5613399,0.5559883,0.5847116,0.6522284,0.5875401,0.6175079,0.5640454,0.5689511,0.628057,0.5679827,0.5838089,0.5834589,0.5584154,0.6244631,0.5609102,0.6114249,0.5728993,0.5502181,0.589541,0.5437717,0.5445423,0.621376,0.573729,0.575604,0.5661583,0.5688801,0.5739012,0.5775018,0.5446,0.5871048,0.5574269,0.5757494,0.5446491,0.6257305,0.5695992,0.599895,0.5756049,0.6189466,0.6042776,0.5598063,0.583571,0.5985565,0.60042,0.5439687,0.6534286,0.5968742,0.5798635,0.5788937,0.5357246,0.5880537,0.5810752,0.5505118,0.5931082,0.5671997,0.5678101,0.551312,0.4982948,0.6125689,0.5980287,0.5687814,0.5867491,0.5830193,0.5520601,0.5541606,0.5652962,0.583766,0.5789032,0.5553989,0.5971751,0.5784998,0.5357046,0.5492759,0.5489388,0.5860729,0.5661168,0.5692677,0.5703073,0.6014047,0.5322809,0.5734429,0.5822701,0.5764165,0.5295486,0.5653963,0.5730982,0.5966215,0.5508113,0.5666389,0.5946865,0.5692186,0.5604024,0.5676427,0.5760703,0.5637112,0.5566392,0.5919647,0.5700736,0.5906944,0.540709,0.5903015,0.5462499,0.5391054,0.5867157,0.5603628,0.5829148,0.580925,0.5732813,0.5613461,0.5496583,0.5451279,0.5262609,0.5614986,0.5819778,0.5740132,0.5730014,0.5690579,0.5806074,0.5334606,0.5307121,0.5602198,0.5607076,0.5339894,0.5861883,0.5791264,0.5891552,0.5139194,0.5381408,0.6123171,0.5851355,0.6028461,0.566525,0.6028495,0.5382671,0.6019974,0.5941515,0.5807734,0.5823879,0.5821118,0.5487299,0.534421,0.5837131,0.5973668,0.57934,0.5276632,0.5806565,0.5843468,0.5777798,0.6047964,0.5665584,0.5988975,0.5826373,0.5829453,0.5582972,0.5679049,0.5510659,0.5526357,0.5637136,0.5578861,0.5657306,0.5669832,
691.000,0.5875282,0.6094785,0.5891008,0.6278467,0.599791,0.6117759,0.6221609,0.6136961,0.6354918,0.6295419,0.5515666,0.6195283,0.5628052,0.5786214,0.6076694,0.6264577,0.6141434,0.5594673,0.5603099,0.5490689,0.5791101,0.5421209,0.5949817,0.574513,0.5575981,0.6047907,0.5946751,0.5955062,0.5974188,0.5258121,0.5737758,0.6102438,0.5831213,0.5828362,0.5922875,0.5918121,0.58916,0.559464,0.6009507,0.5631251,0.590137,0.5525961,0.5737524,0.5559487,0.5853257,0.5639424,0.6152182,0.6103406,0.5889826,0.6123548,0.5901866,0.5739479,0.5752773,0.6046491,0.6127281,0.6205893,0.6151891,0.6270399,0.6049848,0.5795064,0.5793929,0.5451217,0.5675325,0.5749626,0.5684705,0.5849004,0.5780873,0.5883446,0.5500917,0.577034,0.6194258,0.6119189,0.5405216,0.5837102,0.5549636,0.5979528,0.6110783,0.5693984,0.5761065,0.562088,0.5821509,0.6107693,0.5752797,0.5940952,0.5843678,0.5611863,0.5849991,0.6015596,0.5600142,0.6157932,0.6159134,0.5776072,0.6334133,0.5768499,0.5576501,0.5848899,0.6107163,0.6256595,0.594049,0.5914488,0.641273,0.5697241,0.5781035,0.6400347,0.5979285,0.575707,0.5808058,0.5994248,0.5822725,0.5703397,0.5437236,0.5720191,0.5609622,0.6042132,0.5702424,0.5765595,0.5595593,0.5325346,0.5915127,0.5629635,0.5690918,0.6042304,0.5500369,0.5687637,0.5754485,0.6263871,0.6376505,0.5744109,0.5936341,0.5485802,0.5569172,0.568563,0.5690794,0.5937614,0.6089325,0.5905194,0.5864887,0.5812783,0.585866,0.5698419,0.5686646,0.5840468,0.59132,0.6029177,0.5739474,0.5848713,0.616569,0.579391,0.6370029,0.5459795,0.573626,0.5873213,0.5822673,0.6067147,0.5750241,0.5813293,0.5769348,0.5587459,0.5514565,0.6002831,0.5363522,0.5672021,0.533196,0.5981164,0.5564899,0.560421,0.5797424,0.5967369,0.5733466,0.5797853,0.5625873,0.5264163,0.5754561,0.5703349,0.5762711,0.5761175,0.5385275,0.5895877,0.6085677,0.5582085,0.5250063,0.5605879,0.5790963,0.5596194,0.5882645,0.5379286,0.5449638,0.5575657,0.5510697,0.5995049,0.5828557,0.5496922,0.5578518,0.5763054,
692.000,0.6151934,0.5957508,0.6151719,0.620842,0.5731854,0.5625811,0.5867105,0.6272545,0.5978818,0.5886664,0.6269007,0.5736127,0.6085587,0.6425371,0.6096954,0.6031971,0.6013641,0.5863338,0.5901213,0.6003408,0.5839424,0.6130333,0.583878,0.6053538,0.6050849,0.5966277,0.6000571,0.5913405,0.6175547,0.5912795,0.5928698,0.5753045,0.5813828,0.6268015,0.5885301,0.6172423,0.5922766,0.6029205,0.5919089,0.6372495,0.5672851,0.6128073,0.5640082,0.5947299,0.6004057,0.5998306,0.6227713,0.6305256,0.6239252,0.5680881,0.6074815,0.6277161,0.6093802,0.5946054,0.5908628,0.569139,0.5543528,0.5792336,0.606925,0.5923662,0.6110954,0.5888391,0.6114616,0.5969439,0.5582719,0.5905666,0.5918155,0.5925813,0.570209,0.5678763,0.5670261,0.6012239,0.593678,0.5979385,0.6133189,0.5750623,0.5997968,0.6018643,0.6017604,0.5993052,0.5977454,0.5562134,0.5569534,0.5753632,0.6125708,0.5806899,0.5994854,0.5965362,0.5977006,0.5533195,0.5664039,0.5822577,0.5637879,0.5801487,0.5687556,0.5455451,0.5876012,0.5720201,0.5385895,0.6072845,0.5994577,0.5911531,0.604197,0.6079116,0.5789418,0.5672593,0.5922098,0.6034479,0.6110358,0.5640535,0.5808744,0.5747151,0.6205993,0.5844607,0.5934262,0.5594778,0.5950928,0.5662928,0.6121778,0.5952034,0.5781674,0.5796981,0.5781093,0.6135383,0.5893149,0.6143694,0.5971189,0.5580592,0.5912981,0.5943813,0.582818,0.6030865,0.5579572,0.5730987,0.5622525,0.6291714,0.5744739,0.6109676,0.5870686,0.5873837,0.5667582,0.5821557,0.6258249,0.6007237,0.5963068,0.6051426,0.5444736,0.6104307,0.5352368,0.6122279,0.5910964,0.5726447,0.5527768,0.535882,0.5649533,0.5924921,0.554266,0.6547856,0.5801177,0.5523858,0.5812736,0.5711775,0.5296416,0.592761,0.5654864,0.5608521,0.5789881,0.5753808,0.5825706,0.5817938,0.5968742,0.5573869,0.5713692,0.5721631,0.5689225,0.5267854,0.5681868,0.6014919,0.5660391,0.5766311,0.5877161,0.5983973,0.6157002,0.5546775,0.5730519,0.5908651,0.5948892,0.5834155,0.6059585,0.568573,0.5581884,0.5811286,0.5297832,0.5648804,
693.000,0.6082273,0.5525699,0.5688939,0.58775,0.5695391,0.5928407,0.5821714,0.5628223,0.5557561,0.6284847,0.5844669,0.56353,0.5679646,0.5648112,0.5465708,0.5552597,0.5861363,0.576992,0.6225028,0.5575018,0.5782681,0.579423,0.617691,0.597342,0.5614843,0.5811262,0.5907941,0.5705309,0.6212449,0.5823116,0.5476632,0.5831628,0.5490761,0.5988269,0.6047454,0.5663915,0.5866156,0.5759296,0.6141372,0.5411286,0.5771208,0.6083727,0.5493917,0.5679955,0.583745,0.5663385,0.5882506,0.575768,0.5681477,0.5903416,0.5936356,0.5496101,0.5730524,0.5331593,0.5573745,0.5754056,0.5825195,0.5433278,0.5520806,0.559432,0.5748034,0.5765886,0.5632243,0.570878,0.5655837,0.5841141,0.5769415,0.5745721,0.5768194,0.590786,0.5722618,0.5379157,0.5253434,0.5765443,0.5838456,0.5601482,0.596591,0.5792899,0.5598454,0.5375876,0.5144148,0.5722222,0.5465589,0.5778999,0.5822058,0.5717797,0.5578246,0.5839286,0.5640059,0.5508366,0.5415707,0.5901957,0.5746713,0.613544,0.5760727,0.5758924,0.5799375,0.5573392,0.5580797,0.5497494,0.5633183,0.5411463,0.5467072,0.5811763,0.5845547,0.5703664,0.5536218,0.5834107,0.572082,0.5433564,0.574367,0.5852337,0.5690041,0.5808477,0.5806584,0.552238,0.5362878,0.586318,0.5550642,0.5605454,0.5657668,0.5637445,0.5507641,0.5700989,0.5625424,0.5544305,0.5893092,0.5823221,0.5519104,0.5952086,0.5668387,0.5616546,0.5654035,0.5590544,0.5851097,0.5676179,0.5405512,0.5706306,0.5670285,0.6013861,0.5996203,0.5792646,0.5399771,0.5289788,0.5036817,0.6075559,0.6029568,0.614975,0.5887308,0.5952029,0.5556455,0.5635986,0.5194516,0.5938172,0.5826206,0.5634651,0.5837617,0.5712266,0.5728903,0.5851388,0.5402479,0.5942364,0.5599689,0.578568,0.5559969,0.5607309,0.5798874,0.5931048,0.5700889,0.5542016,0.5289602,0.5604572,0.578721,0.5598364,0.548142,0.5360384,0.5359316,0.584753,0.5845957,0.5680165,0.5662274,0.5540709,0.5555811,0.5665579,0.5452404,0.5532565,0.5414643,0.5296607,0.5918641,0.5721574,0.5354643,0.5797782,0.5680175,0.5912652,
694.000,0.6632752,0.6252151,0.6502314,0.6265035,0.6475968,0.6139565,0.5938025,0.6696239,0.6587029,0.6383858,0.6321001,0.5954847,0.6617203,0.6444726,0.647975,0.6137161,0.6697416,0.6385746,0.5909195,0.5934033,0.6188812,0.6287975,0.6413884,0.6277428,0.6551375,0.6388769,0.6330481,0.6126432,0.6229634,0.6383343,0.6195822,0.6571565,0.5712552,0.6481977,0.6168604,0.5719628,0.6147256,0.5714879,0.5987124,0.6028543,0.6196923,0.6042728,0.6368012,0.6778221,0.5889778,0.6303277,0.675509,0.6436834,0.6428909,0.564672,0.5738502,0.6603246,0.6301417,0.6605306,0.6552591,0.57026,0.6324162,0.6378922,0.6323786,0.6343522,0.6147246,0.5870209,0.6365538,0.5583854,0.6313381,0.6306448,0.5717969,0.595602,0.6039066,0.6646347,0.6086278,0.6201844,0.6579485,0.6262279,0.60112,0.6049595,0.5915084,0.5930152,0.6336617,0.6204085,0.6333461,0.6073613,0.6145988,0.5871639,0.6181035,0.569509,0.6038246,0.575501,0.5555768,0.6467171,0.6492634,0.6015658,0.5724807,0.5690851,0.6017518,0.5363998,0.6762605,0.5981326,0.6167641,0.5467,0.6198311,0.6517925,0.6030788,0.5896673,0.6519809,0.6022353,0.5346527,0.5743618,0.6308355,0.5775585,0.5967412,0.6002903,0.6393209,0.561677,0.557147,0.6150465,0.6048498,0.634769,0.5531945,0.6226697,0.6076946,0.620738,0.5687127,0.6370597,0.6201978,0.5950842,0.604414,0.5726495,0.6328354,0.6017218,0.5642467,0.6082468,0.6331997,0.6547141,0.5551376,0.590539,0.6333547,0.5479746,0.5938306,0.6182752,0.6098642,0.5734143,0.6403813,0.5888104,0.6513109,0.5691757,0.5751557,0.5720725,0.5930052,0.538487,0.6088724,0.5976315,0.6093593,0.5986128,0.5727372,0.5802388,0.6212311,0.5897431,0.5628886,0.6057529,0.6224847,0.5937696,0.600738,0.6165633,0.6595421,0.6071796,0.5725451,0.6021161,0.5784869,0.58671,0.6002979,0.567081,0.5858517,0.5623155,0.5972905,0.5833578,0.6210589,0.6118522,0.6117744,0.599421,0.5894752,0.5781689,0.5913811,0.6058216,0.605485,0.5791488,0.6045308,0.5558324,0.6135731,0.5358543,0.6319861,0.5651274,0.5978498,0.6134253,
695.000,0.6110768,0.6109786,0.655436,0.6138825,0.6157107,0.7070675,0.549499,0.6110816,0.6206255,0.5735626,0.61759,0.6409116,0.6907544,0.6642208,0.6137185,0.6193452,0.6475391,0.6179781,0.6447001,0.6854181,0.6112485,0.6448064,0.6401048,0.620625,0.6301961,0.6173916,0.6362629,0.6163945,0.6238718,0.7190871,0.6404929,0.5850134,0.6160755,0.6456337,0.6776748,0.666316,0.626513,0.6152449,0.6076241,0.5888591,0.6439104,0.6651325,0.683495,0.6423783,0.6567779,0.6469994,0.6700416,0.6398115,0.611783,0.5947981,0.6293573,0.6132655,0.7019372,0.5875344,0.6379747,0.6192074,0.6583991,0.609868,0.6922064,0.6299715,0.6418724,0.6302824,0.6363034,0.6207938,0.6361728,0.6714768,0.6107354,0.5877147,0.6119866,0.6303935,0.6354218,0.6233993,0.6429596,0.6519513,0.5835052,0.6241035,0.6290417,0.5986686,0.6153593,0.622447,0.6287589,0.6023393,0.6294694,0.6321864,0.6047544,0.6277151,0.6802583,0.6218824,0.6044884,0.6003418,0.5975041,0.6610193,0.5705771,0.6404338,0.636538,0.6048222,0.6146703,0.5829825,0.5928197,0.6819882,0.6162572,0.5971994,0.5781732,0.6122541,0.566062,0.6706109,0.6420588,0.6749735,0.6422567,0.6166019,0.6233811,0.5881257,0.6506367,0.5950446,0.5836983,0.5850396,0.6600332,0.5830588,0.6414404,0.6085305,0.621974,0.5939674,0.6569371,0.6021547,0.6773014,0.566781,0.6406651,0.5970116,0.6054864,0.6029,0.6673031,0.6119099,0.6300673,0.5978703,0.5863452,0.5870748,0.6160846,0.6442275,0.6516786,0.5798969,0.5949183,0.6805511,0.6502423,0.6441226,0.5603356,0.6371479,0.6461005,0.6511993,0.5882125,0.6456981,0.6176133,0.5805349,0.5545168,0.5534167,0.5648308,0.6084061,0.5787525,0.6223607,0.6294012,0.5586839,0.5932131,0.6120424,0.5569201,0.6688046,0.59231,0.5754275,0.6021762,0.6532493,0.6120567,0.5739479,0.6510935,0.6215739,0.5967216,0.5697875,0.6003799,0.5731583,0.6007428,0.6116319,0.644413,0.6527939,0.5902538,0.5916224,0.631464,0.5609555,0.6031466,0.632503,0.6617432,0.6053681,0.5751886,0.6029377,0.5846009,0.6066003,0.5740786,0.6720114,
696.000,0.5835323,0.5222249,0.5281873,0.6030793,0.5670304,0.5373998,0.6177907,0.5993304,0.5811486,0.6219139,0.5691328,0.5917401,0.5444665,0.5892138,0.5363297,0.5695677,0.5713177,0.6043887,0.563004,0.5991039,0.5708699,0.5748205,0.5406222,0.5911078,0.5161762,0.566556,0.5748982,0.539341,0.5737529,0.5470757,0.5586877,0.5838518,0.5885978,0.6078906,0.5793509,0.6027789,0.6113472,0.5944266,0.5602708,0.603446,0.5815835,0.563838,0.5618782,0.663002,0.5355144,0.5575347,0.5610242,0.5923443,0.6016784,0.54356,0.5480943,0.5322323,0.5499902,0.5414953,0.5531735,0.5627847,0.5771122,0.5552549,0.5634346,0.5723948,0.5577021,0.5145731,0.5868325,0.5745182,0.5267491,0.59659,0.5738111,0.6211023,0.5744267,0.5908489,0.6119018,0.5375571,0.571095,0.5768342,0.5885296,0.5399637,0.5737839,0.5880895,0.5229774,0.5399256,0.5388188,0.6450305,0.5411491,0.5465455,0.5688491,0.5482502,0.5675211,0.5924182,0.5427027,0.5824575,0.6002479,0.5861068,0.6224303,0.5840306,0.5090451,0.6155281,0.5895133,0.5511837,0.5537086,0.5212369,0.5855918,0.5643077,0.5853143,0.541172,0.5821934,0.5204382,0.61619,0.5970321,0.5911455,0.573215,0.5561104,0.6059403,0.5762463,0.6075835,0.5433879,0.5813866,0.5977421,0.5674806,0.5792665,0.587152,0.6069832,0.5647049,0.5633249,0.5712624,0.5640445,0.5344663,0.5779409,0.5722346,0.553607,0.5419106,0.554769,0.6258879,0.5724273,0.561132,0.5739861,0.5724592,0.5718803,0.5174632,0.5613713,0.5530443,0.5904374,0.5506978,0.524591,0.5135012,0.5550251,0.5955005,0.5825295,0.5403447,0.5585074,0.5271039,0.5377102,0.5584936,0.4867496,0.6219673,0.6212955,0.5284019,0.5545521,0.5137095,0.5463486,0.5709009,0.6030631,0.5403738,0.5064602,0.5785666,0.5221405,0.6019697,0.5788479,0.5985422,0.5568042,0.5351071,0.5499158,0.6081557,0.5568004,0.5893292,0.5602303,0.5385318,0.5505891,0.5727715,0.5941505,0.5456724,0.5544333,0.5561314,0.5466576,0.5083003,0.589005,0.5491195,0.529593,0.5772467,0.5388274,0.5198765,0.5203023,0.559885,0.5685921,0.5506549,
697.000,0.6529188,0.6131802,0.6251159,0.6142688,0.6525159,0.6384158,0.6028447,0.6145563,0.6666889,0.6027565,0.6261611,0.6526494,0.6515436,0.6526041,0.6133962,0.6660414,0.6522298,0.639667,0.6254187,0.6016369,0.6136346,0.6133585,0.6525116,0.6012964,0.6951203,0.6658773,0.6138878,0.6255059,0.6132631,0.6799016,0.6138177,0.601768,0.6266189,0.6020117,0.6659074,0.5895157,0.5789433,0.6019607,0.6129818,0.6020789,0.5889201,0.6258802,0.6256776,0.6028161,0.625524,0.6260448,0.5898418,0.6014781,0.6271501,0.6009116,0.6262259,0.6527514,0.6130428,0.6807246,0.6520095,0.601274,0.6018195,0.6135759,0.6518059,0.6135988,0.6386423,0.6387296,0.6143403,0.6522818,0.6131091,0.6016231,0.6140203,0.6530147,0.6137238,0.5894628,0.6143675,0.6259542,0.6017866,0.6260624,0.5787482,0.6518111,0.6393709,0.6140037,0.6388588,0.6010876,0.6012516,0.6024184,0.6256862,0.6009517,0.6395869,0.5889683,0.6252246,0.6143198,0.6388369,0.6394281,0.626895,0.5553865,0.6026855,0.6131864,0.6652122,0.567327,0.5673666,0.6527147,0.601954,0.6513195,0.653379,0.6262765,0.5899973,0.6391745,0.6020403,0.6250601,0.602109,0.6522722,0.6020088,0.614038,0.6386008,0.6144123,0.5891981,0.6270475,0.6134005,0.6267791,0.6016746,0.6018548,0.6017389,0.613934,0.6019487,0.6142488,0.6390729,0.5672145,0.6012836,0.6137524,0.6385455,0.6138058,0.6011362,0.6130004,0.6127005,0.6137166,0.6019387,0.6531281,0.6135826,0.5783081,0.5897083,0.6384377,0.6258082,0.5898767,0.5790086,0.626101,0.6656837,0.6383882,0.6267815,0.6138535,0.6019506,0.5663905,0.6015415,0.566154,0.6386657,0.5776596,0.6257262,0.5907989,0.6272855,0.625895,0.5780935,0.6252608,0.6012564,0.6015458,0.6019888,0.6655593,0.5890479,0.6386814,0.6009312,0.5905256,0.5778003,0.6016951,0.6389875,0.6390982,0.5887141,0.6271372,0.6135888,0.6016345,0.5773759,0.6012301,0.6267982,0.5784979,0.6141348,0.6260452,0.6133204,0.6262565,0.6009259,0.6009293,0.5902243,0.5663767,0.6260934,0.5894918,0.5895996,0.5770669,0.5891881,0.6015859,0.6018357,0.5892587,
698.000,0.6121392,0.6108446,0.6414084,0.6145601,0.5921597,0.5990047,0.5620303,0.5926819,0.5957937,0.5618343,0.6070857,0.5817361,0.6400652,0.6070838,0.6116233,0.600831,0.6011367,0.5971966,0.643074,0.5907459,0.6098905,0.6188059,0.5660872,0.617466,0.574255,0.6385679,0.5784264,0.6295633,0.6305442,0.5937214,0.5686522,0.611547,0.5748243,0.5900521,0.6179032,0.6006441,0.5516024,0.570466,0.6297655,0.6020927,0.6299119,0.5980105,0.6043501,0.5915022,0.5999298,0.5979843,0.5742335,0.6090112,0.5677419,0.6094809,0.5725093,0.5673528,0.5972943,0.5830693,0.6139379,0.5887256,0.5711946,0.5996284,0.6150422,0.6096454,0.6166306,0.5538797,0.582931,0.619875,0.612236,0.6024241,0.5557828,0.6186967,0.6143942,0.6189876,0.5697098,0.5836525,0.5924349,0.6096005,0.5607858,0.6292024,0.5761056,0.5871749,0.5877781,0.6116762,0.5878105,0.5884156,0.6068158,0.5986996,0.579093,0.597506,0.6402864,0.5598974,0.5863266,0.607326,0.5861049,0.6271696,0.5736079,0.6355977,0.6283412,0.5830688,0.570365,0.5764122,0.5627799,0.6184664,0.5462251,0.6070199,0.5888948,0.5680089,0.5766807,0.6193175,0.5716801,0.6176414,0.5822091,0.5815258,0.6142693,0.5931082,0.6193705,0.5821748,0.5891666,0.5877967,0.5906882,0.5922475,0.5970197,0.6124277,0.6008916,0.5683918,0.5902228,0.5714083,0.5902467,0.5930252,0.6408019,0.5879889,0.6215606,0.6192074,0.6189871,0.6561408,0.5715451,0.5655785,0.6107688,0.5934424,0.58816,0.5873094,0.6078691,0.5697927,0.5571461,0.5709906,0.5940371,0.5831451,0.5870709,0.6022463,0.5537734,0.5745406,0.5802565,0.5737252,0.6053219,0.595521,0.5739388,0.5603271,0.5666614,0.5650826,0.5912609,0.6060405,0.5796032,0.5999179,0.5992446,0.629118,0.6010308,0.6304317,0.6107211,0.5837326,0.6114469,0.5787001,0.5973744,0.5872712,0.6194654,0.5595293,0.5878267,0.6114559,0.6177778,0.5871601,0.5494852,0.5728178,0.5820031,0.592206,0.6062012,0.5761375,0.5974069,0.6014137,0.5709395,0.5916204,0.5460587,0.5994344,0.5682154,0.5988493,0.599565,0.5567307,0.5928292,0.5798273,
699.000,0.6152554,0.5958662,0.5669174,0.6169863,0.5593467,0.5907879,0.5911813,0.5856748,0.5773005,0.6133285,0.5498252,0.5823417,0.5865989,0.5548472,0.5687027,0.5485454,0.5346179,0.5821042,0.575881,0.5840025,0.5699382,0.5861402,0.5971627,0.5500355,0.5853214,0.5592575,0.5997448,0.5558176,0.5582552,0.5376935,0.5767531,0.5857787,0.5501738,0.5544853,0.6040483,0.5723882,0.5696034,0.5716643,0.5840921,0.5573444,0.538816,0.5721345,0.5719752,0.5697808,0.5689573,0.5733371,0.6000099,0.5666752,0.5672789,0.5762048,0.6154742,0.5865116,0.5429959,0.5704074,0.5300574,0.6001382,0.5819707,0.5866408,0.535748,0.5716033,0.5494833,0.5661416,0.5803146,0.573288,0.5812225,0.569335,0.5540137,0.5738926,0.6124334,0.5618939,0.5537391,0.5534449,0.6108665,0.5635448,0.5691366,0.5843339,0.5658913,0.5736465,0.562149,0.5969,0.566885,0.5571804,0.5469227,0.5786991,0.5579729,0.5377407,0.5602431,0.5546689,0.5389109,0.5831714,0.5599713,0.5580149,0.590776,0.5920138,0.5592656,0.5876055,0.5943446,0.5952997,0.592886,0.5749874,0.5958757,0.5518503,0.552702,0.5662603,0.568295,0.5618658,0.6038694,0.5546713,0.5940328,0.591083,0.5347309,0.6030774,0.5354381,0.6278362,0.5874662,0.561018,0.5849547,0.5920453,0.6348076,0.5903158,0.5685453,0.5843868,0.6058459,0.5616579,0.5842061,0.5946393,0.5716281,0.5630012,0.5654988,0.5378299,0.5562897,0.5806327,0.5798206,0.54848,0.5611296,0.5937386,0.5556207,0.5837684,0.5780187,0.5821614,0.5984731,0.584178,0.5433192,0.5450883,0.5475769,0.5647955,0.5900011,0.6048079,0.6087976,0.6109924,0.5351472,0.5307851,0.5278907,0.5730591,0.5818739,0.5796871,0.5917621,0.5493317,0.589829,0.5739875,0.5452385,0.5773053,0.5821872,0.542141,0.5625939,0.5911398,0.5753489,0.5643821,0.5724359,0.5918455,0.5473866,0.5537863,0.5618629,0.5859723,0.5189195,0.5541477,0.5552254,0.5817342,0.5666323,0.591651,0.5448132,0.5719161,0.5708189,0.5918951,0.5751257,0.5691729,0.5420995,0.56352,0.5546036,0.5664978,0.5777235,0.5490031,0.5863628,0.5725965,
700.000,0.6097221,0.5824184,0.6104956,0.5888267,0.6575322,0.59266,0.609941,0.5893736,0.6170297,0.6156721,0.6115093,0.669764,0.6313081,0.5768757,0.550293,0.6618581,0.6464696,0.6180243,0.6193171,0.5991044,0.6098142,0.6557398,0.6166739,0.6097479,0.582171,0.5991611,0.6666489,0.5871758,0.603261,0.5734916,0.5966234,0.6100144,0.6047359,0.6192112,0.6063452,0.5960741,0.618134,0.5888243,0.6618342,0.527133,0.6340952,0.6063876,0.67133,0.5840707,0.5608706,0.5989633,0.5477638,0.5985222,0.5912676,0.6064324,0.5624671,0.6097808,0.5918884,0.6453543,0.6499557,0.612752,0.5570116,0.6157732,0.6012058,0.5986137,0.609262,0.6233473,0.599237,0.5860782,0.54141,0.5501189,0.6313195,0.6193399,0.5498729,0.6343627,0.5731215,0.6176128,0.6061821,0.5832419,0.6144385,0.5779047,0.5973449,0.6504679,0.5454755,0.6103907,0.6154933,0.6083064,0.5959702,0.6357222,0.5480695,0.5924067,0.6220784,0.5415907,0.5976777,0.6448541,0.6351585,0.5376368,0.5681772,0.5587583,0.605773,0.576045,0.6300368,0.6212811,0.5638566,0.576817,0.6082425,0.6362591,0.6375294,0.5999393,0.6246347,0.5546546,0.6303196,0.5705066,0.5756001,0.5633521,0.6166015,0.5847383,0.6268783,0.6198087,0.6187387,0.5817518,0.5927825,0.5815172,0.5395174,0.6156421,0.5866027,0.6225266,0.5737591,0.581295,0.6002007,0.5729699,0.5792766,0.6041479,0.6296453,0.5759215,0.5540419,0.6117668,0.5707808,0.5846786,0.5629573,0.5668302,0.6189184,0.6124563,0.5978456,0.5931802,0.5677581,0.5530744,0.6004958,0.6372495,0.6052618,0.550571,0.5549383,0.5458426,0.6341982,0.5786204,0.611351,0.585885,0.5827084,0.5903339,0.6545024,0.6731458,0.5836535,0.5804706,0.5705538,0.6261387,0.5713263,0.5907011,0.6050229,0.5449009,0.5871153,0.5914192,0.6055746,0.5989871,0.6073079,0.5943084,0.5777311,0.549089,0.6114359,0.5713887,0.6103244,0.5942259,0.5818181,0.5878072,0.5545363,0.5305939,0.6162958,0.6316915,0.5815616,0.542954,0.5995431,0.5863156,0.5726204,0.5872831,0.5673871,0.6065168,0.6409798,0.5855775,0.5834584,0.5755949,
