,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,
5797.759,0.9241022,0.9247611,0.9244772,0.9242113,0.9238438,0.9234506,0.9228191,0.92206,0.9217595,0.9213322,0.9202555,0.9197302,0.9196173,0.9187492,0.9180742,0.9176788,0.917083,0.9166813,0.9162593,0.9157383,0.9151577,0.9151856,0.9142542,0.9137514,0.9136799,0.9132852,0.913076,0.9123176,0.9118609,0.9113798,0.9108748,0.9106178,0.9106129,0.9100128,0.9095311,0.9091004,0.909105,0.9087222,0.9082252,0.9077299,0.9074088,0.9073206,0.9063905,0.9062513,0.9056166,0.9054716,0.9049954,0.9052792,0.9046506,0.9042434,0.9037529,0.9034197,0.9035605,0.9031264,0.9025728,0.9021656,0.9021864,0.9015597,0.9016844,0.9012355,0.9004042,0.9005443,0.9005253,0.9001281,0.9000655,0.8998339,0.8994573,0.8993774,0.8985274,0.8980969,0.898114,0.8978247,0.8971751,0.8974394,
5793.902,0.9029682,0.90362,0.9035209,0.9032196,0.9028252,0.9022364,0.9016225,0.9010431,0.9006577,0.9001322,0.8991789,0.8987473,0.8984483,0.8974978,0.8968975,0.8969498,0.8961415,0.8955657,0.8949278,0.8945795,0.8940392,0.8939541,0.8931546,0.8927106,0.8924065,0.8915657,0.8918218,0.8909502,0.8906502,0.8902084,0.8896432,0.8893907,0.889478,0.8888217,0.8884979,0.8880113,0.8877407,0.8874649,0.8870013,0.8865887,0.88636,0.8858765,0.8853786,0.8849989,0.8844571,0.8843277,0.8838456,0.8839669,0.8831834,0.8831942,0.8824088,0.8824248,0.8824049,0.8820345,0.8814124,0.8811148,0.8811508,0.8804323,0.8806111,0.880146,0.8794875,0.8794506,0.8793847,0.8790964,0.8788239,0.8786734,0.8780355,0.8783025,0.8775485,0.8770456,0.8771771,0.8768759,0.8761057,0.8762139,
5790.044,0.8817422,0.8822243,0.8822512,0.8820065,0.8816877,0.880713,0.8802608,0.8800322,0.8792582,0.8787593,0.8779855,0.8776487,0.877152,0.876206,0.8756528,0.8760021,0.8750305,0.8744777,0.8737077,0.8733125,0.8730238,0.8726998,0.872036,0.8715221,0.8711935,0.8701742,0.8704531,0.869808,0.8696259,0.8693188,0.8685619,0.8683493,0.8682555,0.8677781,0.8675997,0.8669319,0.8663795,0.8661593,0.8659027,0.8656572,0.8651486,0.8647246,0.8644984,0.8639465,0.8635966,0.8635359,0.8629317,0.8629936,0.8622119,0.8621367,0.8614534,0.8616195,0.8615214,0.8610669,0.860591,0.8602766,0.8601814,0.8597611,0.8596806,0.8594087,0.8589897,0.8585117,0.8584536,0.8583108,0.8578652,0.8576887,0.8569617,0.8573714,0.8568072,0.8563677,0.8564968,0.8561606,0.8554592,0.8553304,
5786.187,0.861018,0.8611351,0.8611258,0.8609154,0.8607023,0.8596978,0.8593435,0.8592091,0.8582343,0.8577427,0.8571275,0.8567497,0.856167,0.8554289,0.8547726,0.8551728,0.8541317,0.8536997,0.8531484,0.8525421,0.852366,0.8520011,0.8512814,0.8506689,0.8506664,0.849773,0.849784,0.8492997,0.8490735,0.8489391,0.8480356,0.8479791,0.8474931,0.8472459,0.847184,0.8464758,0.8458247,0.8454637,0.8454103,0.8453698,0.8444714,0.8442999,0.8441599,0.8435856,0.8432766,0.8432851,0.8426691,0.8426905,0.8421188,0.8416258,0.8413085,0.8415143,0.8412606,0.8408229,0.8404959,0.8399889,0.8398215,0.8398347,0.8393028,0.8392566,0.8388513,0.8382615,0.8382817,0.8381099,0.8377069,0.8374724,0.8368261,0.8371383,0.8367734,0.8364026,0.8364116,0.8359981,0.835592,0.8353231,
5782.329,0.8409683,0.8408132,0.8406224,0.840451,0.8402233,0.8395371,0.8390664,0.8387164,0.8381368,0.8375248,0.8369241,0.8365428,0.8359978,0.8354787,0.8347239,0.8349912,0.8339745,0.8337412,0.8334374,0.8326945,0.8323859,0.832177,0.8313459,0.8308111,0.8310936,0.8303776,0.8300858,0.8297682,0.8293652,0.8292636,0.828473,0.8283823,0.8278108,0.8276522,0.8276078,0.8271102,0.826439,0.8258252,0.8259955,0.8258672,0.8250421,0.8248777,0.8247003,0.8243313,0.8237921,0.8237668,0.8233482,0.8233433,0.8229588,0.8223487,0.8221143,0.8223861,0.8219082,0.8216636,0.8213794,0.8207164,0.8206213,0.820781,0.820005,0.8200339,0.8195336,0.8191506,0.8192195,0.8189499,0.8186838,0.818489,0.8179525,0.8180295,0.8179228,0.8173913,0.817392,0.8169987,0.8167349,0.8164399,
5778.472,0.8215426,0.8214958,0.8211658,0.8209907,0.8207368,0.8203063,0.8196802,0.8192155,0.8191429,0.8183723,0.8177429,0.8174296,0.8170055,0.8166077,0.8158025,0.8158972,0.8149241,0.8149994,0.814589,0.8140153,0.8135177,0.8134362,0.812681,0.8123094,0.8125106,0.8119135,0.8114344,0.811438,0.8108822,0.8106056,0.8101172,0.8096562,0.8094372,0.8092481,0.8092139,0.8088155,0.8082721,0.8075951,0.80785,0.8073869,0.8070002,0.8067506,0.806474,0.8062934,0.8056459,0.8053753,0.8052343,0.8053604,0.8048055,0.804572,0.8040956,0.8043391,0.8037668,0.8037047,0.8035306,0.8028788,0.8027734,0.8029156,0.8021145,0.8021445,0.8017207,0.8013865,0.8015057,0.8011724,0.8010445,0.8009457,0.8005428,0.800345,0.800394,0.7997115,0.799782,0.7995443,0.7991977,0.7989689,
5774.614,0.80313,0.8034542,0.8031663,0.8028694,0.8026838,0.8022797,0.8016407,0.8013591,0.8013451,0.8005492,0.7999708,0.7997317,0.7993627,0.7989724,0.7982354,0.7981945,0.7974486,0.7975305,0.7969468,0.7967492,0.7960841,0.7960386,0.7954658,0.7951815,0.7951868,0.7946499,0.7941726,0.7943641,0.7938488,0.7933613,0.7931635,0.7923318,0.7924908,0.7921695,0.7923272,0.7917005,0.7914808,0.7910134,0.7910632,0.7903887,0.7904008,0.7900892,0.7898569,0.7896128,0.7891608,0.788685,0.7886909,0.7889142,0.7880977,0.7881811,0.787679,0.7876832,0.7873136,0.7871999,0.7872015,0.7866986,0.7865175,0.7866173,0.7858268,0.7858511,0.7856404,0.785145,0.7853698,0.7850085,0.7850601,0.7849073,0.7846645,0.7842766,0.7842525,0.783797,0.7838519,0.7836671,0.7832506,0.7831876,
5770.757,0.7863711,0.7870328,0.7867896,0.7864516,0.7862871,0.7858672,0.7852869,0.7852659,0.7849672,0.7843543,0.7838202,0.7837495,0.783345,0.7828888,0.7823728,0.7822237,0.7819091,0.7815849,0.7810796,0.7811418,0.7803195,0.780339,0.7798602,0.7796332,0.779532,0.7790623,0.7786763,0.7787993,0.7784638,0.777916,0.7779151,0.7769911,0.7772768,0.7768291,0.7771703,0.7763701,0.7763104,0.7760957,0.7759231,0.7753094,0.775495,0.7751104,0.7750965,0.7747173,0.7743947,0.7739615,0.7740114,0.7740914,0.7733774,0.7733644,0.7730761,0.7728988,0.7728007,0.7725447,0.7726223,0.772244,0.7720528,0.7720544,0.7714243,0.7713659,0.7712681,0.7708215,0.7710387,0.7707626,0.7708982,0.7705598,0.7704502,0.7699258,0.7699155,0.7698087,0.7697068,0.7694969,0.7691393,0.7692082,
5766.899,0.7716231,0.7724171,0.7720655,0.7717969,0.7716771,0.7713758,0.7708938,0.7709432,0.7703786,0.7700418,0.769481,0.7696527,0.7691969,0.7687445,0.7683984,0.7682282,0.768157,0.7676247,0.7672725,0.7673534,0.7665323,0.7666236,0.7662306,0.7659751,0.7658281,0.765515,0.7651862,0.7651302,0.7649602,0.7645208,0.7645417,0.7637809,0.7639931,0.7635723,0.7639229,0.7633373,0.7631286,0.762928,0.7627579,0.7623805,0.7624408,0.7620198,0.7622635,0.7618645,0.7615035,0.7611404,0.7612875,0.76121,0.7608139,0.7606198,0.7603726,0.7603244,0.7602436,0.7599606,0.760056,0.7596669,0.7594602,0.7594092,0.7591203,0.7588872,0.7588263,0.7586882,0.7587342,0.7586179,0.7586324,0.7582336,0.7582621,0.7575818,0.7577605,0.7578006,0.7574908,0.7573653,0.7571712,0.7571641,
5763.042,0.759028,0.7596983,0.7593305,0.7590595,0.7590835,0.7589481,0.758614,0.7585011,0.7580257,0.7578679,0.7573678,0.757558,0.7571028,0.7566534,0.7563467,0.7563342,0.7561623,0.7558575,0.7555695,0.7555748,0.7549353,0.7550212,0.7548077,0.7543526,0.7542792,0.7541058,0.7538881,0.7535987,0.7535534,0.7532437,0.7532383,0.7526554,0.7528125,0.7525538,0.752791,0.7525025,0.7521585,0.7518736,0.7518027,0.7516626,0.7514457,0.7510761,0.7513921,0.7510605,0.7508118,0.7504429,0.7506126,0.7505177,0.7503652,0.7501591,0.7498431,0.7500216,0.7497499,0.7496163,0.7496206,0.7492983,0.7490886,0.7490464,0.7490457,0.7486461,0.7486498,0.7487928,0.7486805,0.7486281,0.7484437,0.7481995,0.7483392,0.7476493,0.747856,0.7479292,0.7475407,0.7475688,0.7475201,0.7472912,
5759.184,0.7487519,0.749127,0.7489535,0.7487141,0.7487251,0.7487099,0.7484912,0.7481972,0.7481155,0.7479762,0.7476848,0.7476352,0.7472728,0.7467765,0.7465808,0.7466487,0.7463242,0.7463071,0.7460268,0.746102,0.7455599,0.7456725,0.7456374,0.7450378,0.7449816,0.7448824,0.7448663,0.7444471,0.7444768,0.7441984,0.7443317,0.7437667,0.743898,0.7439346,0.7438859,0.743706,0.7433394,0.7431684,0.7431981,0.7431747,0.7428758,0.7426279,0.7427427,0.7425756,0.7425269,0.7422264,0.7422187,0.7421556,0.7420768,0.7419621,0.7417083,0.7420093,0.7415978,0.7416956,0.741437,0.7413917,0.7412602,0.7412192,0.7412869,0.7408699,0.7408776,0.7411796,0.74098,0.7409349,0.7406605,0.7405999,0.7407103,0.7403412,0.7403447,0.7403746,0.7400634,0.7402054,0.7401782,0.7398493,
5755.327,0.7408361,0.7410136,0.7409534,0.7409511,0.7407705,0.7408141,0.7405556,0.7403756,0.7405326,0.7403668,0.7403212,0.7399758,0.7398119,0.7394274,0.7393731,0.7392408,0.7389435,0.73904,0.7387589,0.7390062,0.7384825,0.7386905,0.7387481,0.7382498,0.738052,0.7380538,0.7381547,0.7377805,0.7378107,0.7375737,0.737905,0.7373481,0.7373261,0.7376584,0.73735,0.7372174,0.7368765,0.736846,0.737006,0.7369407,0.7368627,0.7366794,0.7366526,0.7367716,0.7366729,0.7364399,0.7363157,0.736396,0.7361258,0.7361754,0.736019,0.7363995,0.7360011,0.7361613,0.7357623,0.7359267,0.7358978,0.7358267,0.7358329,0.7356133,0.735495,0.7358484,0.7357185,0.7356275,0.735451,0.735468,0.7355103,0.7355299,0.735305,0.735266,0.7350751,0.7352466,0.735218,0.7349283,
5751.470,0.735185,0.7353957,0.7352828,0.7355733,0.7353204,0.7353109,0.7348759,0.7351632,0.7352164,0.7350451,0.7352721,0.7346523,0.7347761,0.7345746,0.73453,0.7342222,0.7341257,0.7342589,0.7339454,0.7342594,0.7338564,0.73412,0.7341606,0.7339348,0.7336819,0.7337469,0.7338369,0.7335352,0.733478,0.7334701,0.733861,0.7334586,0.7333337,0.7337038,0.733398,0.7333365,0.7331941,0.733184,0.7333037,0.7331178,0.7333129,0.7331,0.7332063,0.73347,0.7332746,0.7329758,0.7330105,0.7332629,0.7326691,0.7330104,0.7328684,0.7332537,0.732893,0.7329485,0.7327351,0.732914,0.7329006,0.732765,0.7328088,0.7327782,0.732509,0.732918,0.7330061,0.7327524,0.7327597,0.7327986,0.7329486,0.7329603,0.7326701,0.7326661,0.732632,0.732688,0.7327897,0.7324917,
5747.612,0.7319877,0.73222,0.7320623,0.7324221,0.7322981,0.7322702,0.7317937,0.7324784,0.7323444,0.7321789,0.7326056,0.731913,0.7322211,0.7320675,0.7320095,0.7317939,0.7319359,0.7321889,0.7317684,0.7321364,0.7318434,0.7320977,0.7320455,0.7321265,0.7319087,0.7319974,0.7320513,0.7318921,0.7316372,0.7319548,0.7323047,0.7320465,0.7320832,0.7322642,0.7320666,0.7321103,0.7322401,0.7323267,0.7321685,0.732034,0.7323072,0.7320775,0.7322978,0.7324412,0.7324135,0.7321093,0.7323157,0.732584,0.7318556,0.7325186,0.7323732,0.7326162,0.7322738,0.7322602,0.7323389,0.7325864,0.7324244,0.7322845,0.7324576,0.7323804,0.732123,0.7326445,0.7328006,0.7325843,0.7326301,0.7326566,0.7329974,0.7327659,0.7326328,0.7326398,0.7328042,0.7326987,0.7329561,0.732675,
5743.755,0.7316259,0.731706,0.731472,0.731796,0.7317116,0.7318347,0.7315767,0.7322878,0.7322003,0.7320487,0.7324471,0.731962,0.7322551,0.7322181,0.7321211,0.7322041,0.732374,0.7328138,0.732255,0.7328058,0.7326179,0.7328252,0.7326947,0.7329762,0.7327314,0.7329606,0.732909,0.7330366,0.7326376,0.7331209,0.7334151,0.7332066,0.7335023,0.7334118,0.7333489,0.7335495,0.7337638,0.7340627,0.7336453,0.7338043,0.7339556,0.7338118,0.7339703,0.7340225,0.7341352,0.7340952,0.7342504,0.7345384,0.7339088,0.7346796,0.7345859,0.7345547,0.734335,0.7343755,0.7345682,0.7349942,0.7346445,0.7346807,0.7348143,0.7346945,0.7346145,0.7351559,0.7351407,0.7353146,0.7352266,0.7351787,0.7355849,0.7353624,0.7354015,0.7352964,0.7356022,0.7354963,0.7357621,0.735648,
5739.897,0.7340905,0.7340173,0.7336467,0.7340434,0.7337974,0.7341235,0.7340986,0.7346709,0.7348276,0.7347166,0.7350499,0.7347517,0.7350036,0.7352619,0.735034,0.7354622,0.7354676,0.7359936,0.7354097,0.7361077,0.7361925,0.7363184,0.7361568,0.7365502,0.7362098,0.7366343,0.7365335,0.7368675,0.7365985,0.7370173,0.7371432,0.737083,0.7375228,0.7372105,0.7373381,0.7377467,0.7379129,0.7383338,0.7379046,0.7382123,0.7382106,0.7382655,0.7383747,0.738454,0.7385164,0.7387823,0.7388855,0.7392475,0.7388175,0.7393865,0.7394915,0.7391498,0.7391717,0.7393453,0.7394919,0.7399849,0.73961,0.739949,0.73985,0.7399334,0.739989,0.7403554,0.7401808,0.7407291,0.7405337,0.7404649,0.7408386,0.7408031,0.7408386,0.7406898,0.7410476,0.7411004,0.7413039,0.7413708,
5736.040,0.739096,0.7390114,0.7386637,0.7389662,0.7387184,0.7392485,0.7392412,0.7397055,0.7399569,0.7400726,0.7404785,0.7401875,0.7404673,0.7409362,0.7407238,0.7412701,0.7412277,0.7417415,0.7414133,0.7419735,0.7424016,0.7423999,0.7422726,0.742762,0.7423698,0.7429175,0.7430013,0.7433405,0.7432917,0.7435395,0.7434699,0.7436945,0.7441144,0.743777,0.7440922,0.7447007,0.744803,0.7451681,0.7450578,0.7451531,0.7450954,0.7453578,0.7454579,0.7455854,0.745603,0.7459945,0.7461845,0.7465227,0.746394,0.7465138,0.7469086,0.7465982,0.7467654,0.7469933,0.747133,0.7475369,0.747281,0.7477895,0.7475882,0.7479013,0.7479972,0.7481112,0.7478932,0.7486332,0.7484438,0.7484826,0.7487322,0.7488851,0.7488268,0.7487879,0.7491663,0.7494186,0.749611,0.7497482,
5732.182,0.74662,0.7466267,0.7463976,0.7464373,0.7464356,0.7471284,0.7470222,0.7474442,0.747577,0.7480391,0.7485113,0.7482512,0.7486672,0.7490763,0.7491527,0.749547,0.7496094,0.7501863,0.7502745,0.7505084,0.7510943,0.7509625,0.7510259,0.7515498,0.7511889,0.7519043,0.7520621,0.7524325,0.7524246,0.752548,0.7525963,0.7530065,0.7532856,0.7530563,0.7535194,0.7542184,0.7542558,0.7545181,0.7547781,0.7547022,0.7546879,0.7550665,0.7551165,0.75531,0.7553069,0.7558263,0.7560423,0.7563277,0.7565434,0.7562091,0.7567093,0.7568437,0.7569709,0.7571076,0.7573485,0.7576613,0.7575405,0.7579677,0.7578953,0.7582419,0.7583839,0.7584814,0.7582377,0.7590432,0.7589657,0.7590902,0.7591369,0.7595651,0.7594345,0.7595302,0.7599055,0.7602369,0.7605093,0.760617,
5728.325,0.7569094,0.7568989,0.7565809,0.7566822,0.7568218,0.7575003,0.757449,0.757843,0.7579719,0.7585515,0.7590404,0.7589079,0.7595322,0.7597808,0.7601685,0.7605311,0.7606595,0.7613495,0.7616421,0.7617635,0.7621793,0.7620363,0.7624074,0.7629935,0.7625808,0.7635068,0.7635194,0.7639785,0.7639833,0.7641047,0.7645367,0.7648298,0.7650309,0.7649605,0.7654506,0.7660694,0.766197,0.7664331,0.7667587,0.7668185,0.7669904,0.7673125,0.7673659,0.7675838,0.7676744,0.7682434,0.7683468,0.7686908,0.7690831,0.7686576,0.769084,0.7694387,0.7695648,0.7696238,0.7700324,0.7703159,0.7703636,0.7706385,0.7706622,0.7708991,0.7711242,0.7714068,0.7712873,0.7718816,0.7720116,0.772138,0.772126,0.7727652,0.7725651,0.7728239,0.7730826,0.7733461,0.7737357,0.7737539,
5724.467,0.7699362,0.7697067,0.7691753,0.7696697,0.769707,0.770214,0.7704305,0.7707267,0.7710359,0.7715786,0.7720924,0.7721026,0.7727379,0.7730799,0.7735713,0.7741898,0.7742816,0.7749858,0.7752743,0.7755332,0.7756864,0.7756975,0.7762046,0.7768601,0.7764795,0.7773837,0.7775144,0.7778401,0.7780145,0.7782331,0.7789376,0.7788888,0.7792635,0.7793902,0.7797937,0.7802196,0.7805352,0.7808501,0.7811232,0.7813254,0.7817652,0.781946,0.7820696,0.7823314,0.7826118,0.7828891,0.7829149,0.7835012,0.783855,0.7837107,0.7840501,0.784215,0.7844237,0.7845445,0.7851186,0.7853655,0.7856356,0.7858166,0.7858536,0.7859513,0.7862793,0.7865371,0.7868208,0.7869874,0.7873543,0.7875096,0.7876446,0.7882298,0.7880042,0.7884579,0.7884896,0.78877,0.7891747,0.7891325,
5720.610,0.7851893,0.7848328,0.7842015,0.7849749,0.7848544,0.7852575,0.7856982,0.7859765,0.7863507,0.7869731,0.7875105,0.7877334,0.7881399,0.788732,0.7892761,0.7900007,0.790103,0.7906967,0.7911584,0.7914349,0.7915625,0.7918121,0.7921606,0.7926568,0.7927745,0.7933894,0.7939293,0.7939153,0.7942778,0.7946235,0.7953671,0.7950985,0.795801,0.7960332,0.7962987,0.7966661,0.7969647,0.7973692,0.7978082,0.7979366,0.7984682,0.7987565,0.7988228,0.7992941,0.7995257,0.7995034,0.7996056,0.8005145,0.8008168,0.8009636,0.8012258,0.8012504,0.801496,0.8016735,0.8022911,0.8024951,0.8028957,0.8030781,0.803205,0.8032899,0.8035899,0.8036386,0.8042681,0.8042548,0.8047775,0.8049698,0.8052947,0.805658,0.805645,0.8060474,0.8059614,0.8063855,0.80673,0.8066916,
5716.752,0.8022973,0.802026,0.8014732,0.8021322,0.8019917,0.8025476,0.8030464,0.8035108,0.8037838,0.8044317,0.8050868,0.8054823,0.8057981,0.806348,0.807097,0.8075715,0.8078333,0.8082803,0.8091151,0.8092561,0.8094846,0.8099026,0.8100992,0.8103409,0.8110651,0.8114656,0.8122492,0.812094,0.8125355,0.812884,0.813554,0.8133965,0.8143429,0.8145845,0.8145709,0.815144,0.8153114,0.8156839,0.8163593,0.8163737,0.8168678,0.8173857,0.8173723,0.818029,0.8181179,0.8181257,0.8183607,0.8193327,0.8197235,0.8199857,0.8203305,0.8203102,0.8206071,0.8207291,0.8211844,0.8214356,0.8218064,0.8220943,0.8223209,0.822607,0.82268,0.8227083,0.8232839,0.8234751,0.8240432,0.824165,0.8245778,0.8248174,0.8252121,0.8253286,0.8253128,0.8258418,0.8260537,0.8261297,
5712.895,0.8211892,0.8209832,0.8206689,0.8210195,0.8209453,0.821663,0.8223609,0.8230011,0.8232418,0.8236586,0.824582,0.8248968,0.8254051,0.8257542,0.8265821,0.8269468,0.8273069,0.827728,0.8287272,0.8288929,0.8291887,0.8295577,0.8299232,0.8301023,0.8308245,0.8313166,0.8320224,0.8320951,0.8325753,0.8327645,0.8333551,0.8334842,0.8344938,0.8347901,0.8344887,0.835327,0.8354644,0.8357882,0.8364846,0.8365442,0.837097,0.8374939,0.8377275,0.8382568,0.8385178,0.8386528,0.8389465,0.8396081,0.8401785,0.8404672,0.8410733,0.8408712,0.8413324,0.8414164,0.8415955,0.841994,0.8423008,0.8426769,0.8428933,0.8434103,0.8432578,0.8435231,0.843866,0.8442085,0.8448627,0.8448285,0.8452291,0.8455486,0.8461323,0.8462084,0.846301,0.8468387,0.8467714,0.8471105,
5709.037,0.8416836,0.8414012,0.84131,0.841663,0.8415887,0.8421766,0.8432207,0.8438487,0.844222,0.8444027,0.8454858,0.8456379,0.8463777,0.8467709,0.8474377,0.8479294,0.8482319,0.8488337,0.8495361,0.8499861,0.8503761,0.8506355,0.8513086,0.85154,0.8518645,0.8525388,0.8530827,0.8533956,0.8538461,0.8539938,0.8545418,0.8548816,0.8558152,0.8562089,0.8560149,0.8568169,0.8569868,0.8574486,0.8580001,0.85821,0.8588295,0.8588797,0.859557,0.8597988,0.8602867,0.8604539,0.8608124,0.8610874,0.8618053,0.8620927,0.8627887,0.8624684,0.863098,0.8632104,0.8632878,0.8638064,0.8641024,0.864507,0.8646959,0.8652715,0.8649632,0.8654625,0.8658338,0.866075,0.8668839,0.8666907,0.8671076,0.867506,0.8679458,0.8683197,0.8684056,0.8688912,0.8686969,0.869176,
5705.180,0.8635205,0.8630949,0.8629673,0.8636078,0.8635646,0.8640178,0.8650675,0.8655753,0.8661514,0.8664281,0.8672373,0.8674277,0.8682904,0.8689394,0.8695105,0.8698747,0.8702272,0.8710677,0.8713411,0.8720614,0.8725407,0.8728923,0.8735868,0.8738995,0.8741646,0.8747376,0.8752922,0.87558,0.8759439,0.8761585,0.8767346,0.8770631,0.878027,0.8784572,0.8786671,0.8790383,0.879374,0.8800285,0.8804265,0.8807835,0.8814088,0.8813281,0.8821672,0.8822385,0.8826688,0.8828436,0.8834297,0.883452,0.8841817,0.8845306,0.8850007,0.8848992,0.8854395,0.8855851,0.8859087,0.8864412,0.8866869,0.8871351,0.8874608,0.8878524,0.8874868,0.8880099,0.8886005,0.8888613,0.8896487,0.8893692,0.8897866,0.890185,0.8904732,0.8910956,0.8910067,0.8914368,0.8915204,0.8917781,
5701.323,0.8862282,0.8857097,0.8854305,0.8861043,0.886342,0.886843,0.8875722,0.8879499,0.8886765,0.8892297,0.889557,0.8900149,0.8907949,0.891745,0.8922603,0.8923185,0.8929593,0.8937613,0.8941174,0.8947998,0.8952609,0.8957599,0.8962394,0.8967479,0.8972241,0.8974682,0.8982123,0.8983468,0.8988311,0.8989056,0.8995021,0.8996458,0.9009002,0.9012411,0.9016514,0.9016528,0.9022766,0.9028864,0.9032174,0.903721,0.9043547,0.9044304,0.9050992,0.9050959,0.9054333,0.9056687,0.9064046,0.9063433,0.9069099,0.9075164,0.9077662,0.9078974,0.9082035,0.9083087,0.9089192,0.9094597,0.9096562,0.9100152,0.9107129,0.910754,0.9104939,0.9109234,0.9115924,0.9120673,0.9125453,0.9123811,0.9128125,0.9131899,0.9134142,0.9140188,0.913868,0.9142377,0.9146397,0.9145188,
5697.465,0.9091466,0.9086138,0.9084821,0.9088537,0.9094156,0.9099041,0.9104008,0.9107123,0.9115018,0.912112,0.9123653,0.9131686,0.9136649,0.9146926,0.9151093,0.915071,0.9160169,0.9165311,0.9173496,0.9177815,0.9181647,0.9187054,0.9190476,0.9197499,0.9202763,0.9203719,0.9212907,0.9212642,0.9220645,0.92197,0.922443,0.9224454,0.9239189,0.9240406,0.9245582,0.9245502,0.9252607,0.9257048,0.9260724,0.9265842,0.9272076,0.9274892,0.9280363,0.9280714,0.9284716,0.9288083,0.9292609,0.929363,0.9296675,0.9305735,0.9308532,0.930937,0.9312534,0.9312277,0.9317078,0.9323562,0.9326879,0.9327661,0.9337372,0.9335738,0.9334453,0.9338709,0.9344697,0.9350107,0.9351756,0.9352001,0.9358102,0.9360859,0.9362961,0.9366472,0.9367568,0.937027,0.9373912,0.9371294,
5693.608,0.931882,0.9314558,0.9315968,0.9317521,0.9323189,0.9327033,0.933057,0.9334761,0.9342224,0.93473,0.935362,0.936316,0.9366471,0.9373494,0.937725,0.9378488,0.938861,0.9393346,0.9402068,0.9404998,0.9408731,0.9413913,0.9417758,0.9424651,0.9428513,0.9431248,0.9440017,0.9438775,0.9449161,0.944878,0.9451284,0.9451716,0.946515,0.9463273,0.9471353,0.9473106,0.9478592,0.9483039,0.9486908,0.9489168,0.9495587,0.9498698,0.9504545,0.950742,0.9511635,0.9515125,0.9516153,0.9519279,0.9521178,0.9529725,0.9534047,0.9534625,0.9540004,0.9538834,0.9538976,0.9547009,0.955174,0.9551875,0.9559377,0.9558389,0.9558077,0.9563061,0.9567142,0.9572173,0.9574334,0.9574071,0.9581515,0.9583763,0.9586805,0.9585968,0.9590597,0.9591774,0.9593407,0.9594302,
