;6\J6\˜;.Nº3.N2;®gÎ®g;._ø!._F ;¾'¾Z%;6€ð6€>;e2eh0;d|.dÊ,;~j†~jÔ;6oV)6oæ$;‡ð‡>;6\6'6\„%;®g`&®g®$;6€J6€˜;&€ò7&€@6;‡J‡˜;¾[æ¾[Ô;6€0	6€~;~j+~jl);¾[0=¾[~ ;eJe˜;6oì6o:;®gJ®g˜;~jà~j. ;._ö._D;6W¦,6Wô*;._J._˜;6€®36€ü1;¾[ˆ.¾[Ö,;&€œ&€ê;¾f¾´;._Î6._5;dìdÌ?;en#e¼!;¶3’¶0?;6o‚,6oÐ*;‡ø:‡F9;
706,000;0,05332947;0,06244183;0,05307913;0,05454588;0,06668234;0,0491333;0,05259609;0,05770588;0,03959751;0,04418468;0,05780602;0,04054213;0,0521841;0,04882765;0,05213642;0,04892683;0,06208801;0,05780458;0,04808617;0,05826616;0,05770159;0,05322075;0,05875206;0,057477;0,04895973;0,04130697;0,0480299;0,03901243;0,05411196;0,03720236;0,03701401;0,0484271;0,05688667;0,04557991;0,0582757;0,05780935;0,05729723;
707,000;0,04284573;0,04156351;0,04540825;0,05238295;0,04673719;0,0451889;0,03762341;0,05063438;0,03850985;0,04128075;0,04397154;0,04522657;0,03797102;0,04930162;0,04127932;0,04230976;0,04631758;0,04094028;0,03852034;0,0461359;0,04417372;0,04373312;0,04454947;0,04404306;0,04632568;0,04666424;0,04638624;0,03945303;0,04789114;0,04547167;0,05035639;0,04201937;0,03547478;0,05020571;0,03898954;0,04356766;0,04592419;
708,000;0,04683113;0,0433979;0,05229139;0,03797579;0,05037451;0,04049683;0,05067348;0,04152346;0,04996347;0,0451169;0,04885483;0,04848003;0,04324102;0,04725647;0,04564381;0,04699469;0,05465603;0,0489192;0,04622602;0,03385019;0,05195236;0,04956007;0,04398966;0,04922104;0,04659414;0,04322863;0,05100822;0,04587507;0,04603386;0,04095221;0,04637909;0,04609346;0,04466057;0,04952097;0,04312277;0,04089403;0,04428577;
709,000;0,05294037;0,0449214;0,03399467;0,04061556;0,04244852;0,04108334;0,0433836;0,04876471;0,03546381;0,0466423;0,04289579;0,04563808;0,03768969;0,0436511;0,04017639;0,0513463;0,05438948;0,04174995;0,04247475;0,04183531;0,04090548;0,04197931;0,03505802;0,04042959;0,04002142;0,04263401;0,03341293;0,03904915;0,04267263;0,04766178;0,03990126;0,03990698;0,03505468;0,03554487;0,04535532;0,04524517;0,04155636;
710,000;0,05191422;0,04116392;0,04649115;0,0500741;0,03143692;0,03659105;0,04241896;0,0325489;0,04102659;0,04071379;0,04690933;0,04242039;0,03452682;0,04488659;0,03665876;0,04981804;0,04678965;0,04402399;0,03402948;0,04671621;0,0374651;0,04371929;0,03871155;0,04200459;0,03708982;0,04454851;0,04052067;0,05113602;0,04199505;0,03900194;0,04790449;0,04728413;0,0377512;0,0407958;0,03880644;0,04208946;0,03865433;
711,000;0,05239487;0,06117058;0,05420828;0,04294634;0,06041765;0,06023264;0,05422354;0,05424309;0,05422688;0,06308985;0,04927158;0,05181885;0,05833769;0,05014801;0,05098915;0,05279541;0,05785465;0,04835224;0,05432177;0,04985285;0,06655312;0,06263494;0,05581379;0,06231594;0,04772139;0,05369616;0,04646921;0,04968548;0,04890108;0,06058884;0,05065536;0,05296135;0,05248547;0,0540061;0,05273151;0,05491018;0,04568434;
712,000;0,05412102;0,05780029;0,0408721;0,05898285;0,05789995;0,04534149;0,0428524;0,04440451;0,03830051;0,05234241;0,04848194;0,0431242;0,05344296;0,04514265;0,04828405;0,04374218;0,04239559;0,05779982;0,04322672;0,05028296;0,04047871;0,05371666;0,0432744;0,05726767;0,03895187;0,05024099;0,05292082;0,04189777;0,06405783;0,04827118;0,06994486;0,0544939;0,05189323;0,05277777;0,04903889;0,04443741;0,05114317;
713,000;0,03852081;0,03236389;0,04639673;0,03625298;0,03231001;0,03470469;0,04097462;0,03735971;0,04350758;0,02649641;0,03268147;0,03501368;0,03255987;0,03790998;0,04101324;0,03748846;0,03172541;0,02756596;0,03789139;0,02398539;0,03692579;0,03248453;0,037498;0,03293419;0,03783178;0,0267911;0,04151964;0,03493309;0,03070974;0,03231859;0,0307126;0,03303289;0,03248644;0,02966452;0,03834057;0,02647591;0,03869724;
714,000;0,05667019;0,06152248;0,05540609;0,05177975;0,06132507;0,05616856;0,04656935;0,06358719;0,05361986;0,05895567;0,048985;0,05398178;0,05405998;0,05602074;0,05368757;0,05815458;0,05908918;0,05197382;0,04851723;0,05665445;0,06082392;0,05379677;0,05806684;0,04967165;0,05418587;0,05683851;0,05110216;0,05594444;0,05213118;0,0547657;0,05902147;0,05200434;0,05605316;0,05622959;0,04911613;0,05682564;0,04701614;
715,000;0,04847002;0,04168606;0,04194069;0,04164457;0,04022121;0,04615974;0,04252052;0,04514027;0,0398488;0,04214239;0,03904867;0,04428339;0,04199553;0,0392909;0,0419116;0,03364086;0,04838991;0,03906202;0,0368638;0,03525829;0,0365653;0,0372262;0,0348053;0,05085564;0,04800892;0,0393548;0,04205275;0,03737545;0,04441547;0,04827309;0,03951788;0,04306316;0,03094482;0,03401566;0,04206181;0,04256725;0,04408741;
716,000;0,05050468;0,05028534;0,05876589;0,05351114;0,05639696;0,06400728;0,04681206;0,04203176;0,04976368;0,04957724;0,05941105;0,0498395;0,05493259;0,05216455;0,06308365;0,04215193;0,05482244;0,04877663;0,06069088;0,04512882;0,04554224;0,05702829;0,05672598;0,06097364;0,05032206;0,04795885;0,05380678;0,04387093;0,0485487;0,04624176;0,05184174;0,04747391;0,05152321;0,04474974;0,04757357;0,04696321;0,05639696;
717,000;0,04496241;0,04654646;0,04392624;0,05226088;0,05818796;0,04261923;0,03794861;0,04381132;0,04777956;0,03956938;0,03855991;0,04253817;0,04704332;0,04262257;0,05260992;0,03865719;0,05325985;0,05005455;0,0426898;0,04999256;0,04332638;0,03834581;0,04266548;0,04296017;0,04345274;0,04934597;0,03975105;0,03178453;0,0396471;0,05971813;0,03780985;0,04117966;0,04785728;0,03576565;0,0441885;0,03530121;0,05315018;
718,000;0,03311443;0,01721716;0,04046488;0,03063154;0,02536917;0,02443504;0,03373528;0,04053164;0,02641582;0,03191805;0,0368228;0,04531956;0,03188038;0,03149462;0,02962923;0,0304575;0,03688145;0,04337025;0,03891563;0,04640055;0,02369833;0,03069639;0,03002262;0,03793669;0,03254366;0,02776575;0,03922081;0,04021406;0,03477383;0,02638626;0,02970886;0,03276014;0,03226614;0,03312922;0,03766441;0,02740002;0,02887249;
719,000;0,04620361;0,05038929;0,04118633;0,04159117;0,05341148;0,04943466;0,04667425;0,05333138;0,05725765;0,04562664;0,05548143;0,05311394;0,04974651;0,04400969;0,04550123;0,04141855;0,04114103;0,05688047;0,05206394;0,04985237;0,03826714;0,05346298;0,05200768;0,04411268;0,04920101;0,04715157;0,04004526;0,0538249;0,04038906;0,04642773;0,04733372;0,05070448;0,0459857;0,05312157;0,05630445;0,04954195;0,036201;
720,000;0,05686998;0,04331684;0,04451895;0,05665064;0,03874683;0,04262638;0,02847672;0,04244137;0,04878902;0,04436064;0,04204273;0,05949831;0,03325462;0,04218292;0,04102468;0,04087114;0,05530071;0,04968309;0,04891491;0,03585386;0,0371418;0,03771353;0,02953053;0,04481506;0,03806543;0,0459013;0,04447222;0,04120064;0,04556704;0,05218554;0,04417086;0,04443407;0,03318834;0,03382635;0,03384209;0,03217745;0,03916264;
721,000;0,03565025;0,04082727;0,05117607;0,03562975;0,03710747;0,03801203;0,04397535;0,04420614;0,0413003;0,04460573;0,0350318;0,03880787;0,03772068;0,05097866;0,0320611;0,03838158;0,04172039;0,03213167;0,04797268;0,03163338;0,03776217;0,04420805;0,04388237;0,04474401;0,03795385;0,02887011;0,05142164;0,04453659;0,04169655;0,03235531;0,04452419;0,03816843;0,02559614;0,03480864;0,04082489;0,04073286;0,03820086;
722,000;0,05261135;0,06153536;0,04458666;0,05627632;0,06721926;0,05189896;0,05195475;0,05506992;0,05531025;0,04899931;0,0524826;0,05576229;0,04814959;0,04812241;0,04910755;0,04623365;0,05455542;0,04880714;0,04807949;0,05552626;0,06153965;0,05515575;0,05167007;0,05195284;0,05542326;0,05574799;0,03879356;0,04531336;0,04916906;0,04959917;0,05220175;0,05551195;0,04926395;0,0459218;0,05213118;0,05455112;0,0518446;
723,000;0,03243494;0,02985287;0,02072906;0,04373789;0,02563524;0,0243125;0,03604984;0,03108072;0,03113556;0,03128719;0,03125954;0,03595257;0,01935911;0,0258913;0,02539206;0,03185081;0,02980471;0,02918768;0,02330875;0,03251553;0,03179455;0,03566933;0,03310156;0,03318834;0,03645325;0,02735662;0,03014612;0,03225088;0,03796625;0,02690601;0,03548717;0,03039694;0,02571869;0,03537607;0,03004646;0,02583838;0,0255022;
724,000;0,04347849;0,03350353;0,04035234;0,05152225;0,04555511;0,04285336;0,05059099;0,04531717;0,04394913;0,03333664;0,03702068;0,04651117;0,04567385;0,03683853;0,04410267;0,03806829;0,05726957;0,04882288;0,04789877;0,0410471;0,05002308;0,04291534;0,04949713;0,04831791;0,04399776;0,03893375;0,04484415;0,045928;0,05377388;0,03200579;0,04626131;0,03366232;0,04120684;0,05204344;0,0395813;0,04645014;0,04242516;
725,000;0,04935074;0,04429579;0,0417428;0,05189514;0,04216814;0,04617357;0,04895258;0,05198002;0,050282;0,04284096;0,04684591;0,04537773;0,04950762;0,04246426;0,04448366;0,04892063;0,04414368;0,04175949;0,04913521;0,0454731;0,04752302;0,04100513;0,0482893;0,05527067;0,04093981;0,0484004;0,03754854;0,03921318;0,04251862;0,04794216;0,04915524;0,04255915;0,04275179;0,04513836;0,05482006;0,04707432;0,04507399;
726,000;0,04435539;0,03749084;0,04500103;0,04576683;0,03809834;0,03553677;0,03567934;0,04078102;0,02911568;0,04595184;0,04226303;0,04654408;0,03975868;0,04477692;0,03948593;0,04304361;0,04755306;0,04255915;0,04049778;0,04197741;0,03885221;0,04347992;0,035501;0,04184341;0,03836679;0,03533602;0,04829025;0,04198217;0,04302025;0,04020166;0,04233408;0,04738331;0,04277849;0,04221296;0,04776812;0,04042673;0,04186535;
727,000;0,05434036;0,06069326;0,06100035;0,05133247;0,05889034;0,06787729;0,06178951;0,05771494;0,06448746;0,05436707;0,06016779;0,05926132;0,05373335;0,0623765;0,06459665;0,06322765;0,05118132;0,05072212;0,06052637;0,05021954;0,05179358;0,06457281;0,06108427;0,04936504;0,06035185;0,05821133;0,05387688;0,05962753;0,06876135;0,05868578;0,04933786;0,05759239;0,05261898;0,05316973;0,04982376;0,06325388;0,05678463;
728,000;0,06499147;0,06666613;0,05002165;0,04883432;0,05848169;0,05985546;0,05711746;0,07104588;0,05262375;0,05871058;0,06245422;0,04781532;0,05576706;0,05725288;0,04795361;0,04558611;0,05504799;0,0589838;0,04869843;0,06252527;0,05241871;0,05092096;0,05453968;0,05233717;0,05702353;0,06058407;0,04103327;0,04757404;0,04800749;0,04819822;0,05520153;0,06116438;0,04943228;0,05797815;0,04297256;0,04847431;0,0564456;
729,000;0,04291058;0,03765202;0,05112267;0,04606819;0,02905273;0,04873848;0,04008198;0,04311895;0,04263926;0,03751564;0,04588985;0,03711081;0,04016542;0,0373559;0,04547119;0,04008865;0,04301405;0,03768587;0,03683043;0,03210688;0,04270172;0,04275513;0,03988934;0,04566431;0,04293728;0,03491592;0,03997755;0,04829741;0,04565382;0,04267216;0,03725338;0,04597616;0,04274035;0,04604006;0,0398531;0,03999043;0,03733587;
730,000;0,05878735;0,0476861;0,05582428;0,0376482;0,05314445;0,0468154;0,05199957;0,05968666;0,05472612;0,04989576;0,05203342;0,05536556;0,04896832;0,04961681;0,05128002;0,03950405;0,04908371;0,0425477;0,06229591;0,04772568;0,05951023;0,04846764;0,05726147;0,05453587;0,05267763;0,04024887;0,04112577;0,05086231;0,043859;0,05184317;0,05696392;0,04910088;0,05416298;0,04431868;0,0510397;0,04373312;0,0521636;
731,000;0,03854656;0,05363226;0,04242516;0,06069422;0,0484848;0,05042171;0,04952812;0,04556942;0,05210114;0,04791927;0,05452728;0,05696917;0,04370308;0,04608536;0,0480485;0,0528636;0,04464293;0,05120087;0,04441071;0,04470348;0,04458952;0,04582357;0,05069828;0,05360413;0,05246258;0,05107737;0,04183054;0,04290915;0,05143452;0,04390335;0,04488707;0,04744101;0,04298925;0,04910469;0,04654789;0,04476213;0,04585361;
732,000;0,05138493;0,04805279;0,05018473;0,04519272;0,04573965;0,04968643;0,05140924;0,04977083;0,0447979;0,04482412;0,0493269;0,04647636;0,04970741;0,04895878;0,05022621;0,04764271;0,04282141;0,04616594;0,04602337;0,04052448;0,04790545;0,05514574;0,04799557;0,04929495;0,04305553;0,03921366;0,04674578;0,05048656;0,05084944;0,03605509;0,04804134;0,04632092;0,04551554;0,04710579;0,05302334;0,05148602;0,04420614;
733,000;0,05595446;0,06123161;0,05079031;0,05500317;0,06677151;0,05837727;0,05461931;0,05778456;0,05078077;0,05211735;0,04986095;0,05428123;0,05326319;0,0524044;0,05537176;0,05656767;0,05232096;0,05657864;0,04914761;0,05367422;0,0595088;0,04802036;0,05825901;0,05645561;0,05558014;0,05101061;0,04673052;0,05502224;0,04991245;0,05689716;0,05586815;0,05375099;0,05834341;0,05269718;0,04794121;0,04989195;0,05758858;
734,000;0,04218578;0,0418396;0,04790068;0,04595661;0,04074669;0,04137611;0,04219532;0,04271221;0,04353809;0,0449338;0,04399776;0,03935528;0,04157734;0,04064417;0,03782654;0,0423708;0,04369068;0,04478264;0,03456259;0,03938675;0,04386091;0,04074383;0,04156208;0,04125261;0,03674793;0,03710985;0,0386939;0,04040575;0,04259205;0,04190969;0,04518461;0,04112911;0,04306364;0,0395236;0,04120111;0,03322935;0,03920174;
735,000;0,05350113;0,04694557;0,05421782;0,04966402;0,0570612;0,05014038;0,05529642;0,0479207;0,0520463;0,05172396;0,04993391;0,05468273;0,05119038;0,05397415;0,05421877;0,04884386;0,04656887;0,05373526;0,05173826;0,04895306;0,04733562;0,05594158;0,06016445;0,04755878;0,05482101;0,04601669;0,05460167;0,04928493;0,0507164;0,05250502;0,04967833;0,04344893;0,04459333;0,04954767;0,05013704;0,04898977;0,05044937;
736,000;0,04647303;0,05299711;0,03874969;0,0532198;0,05093527;0,05052233;0,03745651;0,04591179;0,03869057;0,04389048;0,04836845;0,04432726;0,03662109;0,04137516;0,04440689;0,03417826;0,04098797;0,03732109;0,04391146;0,05072021;0,04080296;0,03327274;0,03352976;0,0406723;0,03723574;0,04584599;0,03414631;0,03860521;0,04378414;0,04891253;0,04368305;0,04315329;0,04468155;0,03984737;0,04855013;0,04149008;0,04371214;
737,000;0,03970194;0,03953171;0,04203844;0,0330739;0,02914762;0,03967285;0,0421257;0,03750992;0,04413843;0,03539038;0,03748417;0,04186964;0,04418659;0,04196787;0,04417992;0,04417086;0,03973961;0,03764868;0,03968525;0,03743315;0,03968525;0,03551769;0,04655743;0,04623079;0,0419631;0,04190302;0,04864931;0,04186869;0,03752422;0,03970528;0,03966379;0,0374527;0,04624987;0,0552516;0,04190016;0,03967094;0,04636478;
738,000;0,05058336;0,04974079;0,05466652;0,05247736;0,06654787;0,05680847;0,06099272;0,05060625;0,05071163;0,05408096;0,05078602;0,04483032;0,04998636;0,05294085;0,05578852;0,04369879;0,05013275;0,0498414;0,04440784;0,0517993;0,04455709;0,0472126;0,05470514;0,04625511;0,04400969;0,05311346;0,04570532;0,04588175;0,0513196;0,05330276;0,04876137;0,04580212;0,04657555;0,04644918;0,0525775;0,04591131;0,05211687;
739,000;0,04801464;0,04723215;0,04193163;0,04983377;0,03310871;0,04490709;0,04239082;0,03830719;0,04859781;0,04261971;0,04281378;0,04125166;0,04270697;0,04704762;0,04301453;0,03649187;0,03996277;0,03700447;0,03519535;0,04613733;0,03939724;0,03882551;0,04252243;0,04897451;0,03568411;0,04088163;0,0371604;0,04883337;0,04311943;0,04110003;0,04794645;0,0422039;0,03399134;0,04457188;0,04002571;0,04484701;0,03992701;
740,000;0,04780769;0,03682423;0,04766226;0,04335451;0,04455757;0,04562616;0,04354191;0,04136848;0,04426241;0,04677439;0,04870653;0,04918194;0,04611397;0,04702377;0,03905964;0,04541302;0,04263973;0,0403862;0,04672766;0,04166031;0,04560804;0,0467658;0,04374504;0,04010773;0,0445447;0,03893948;0,05041599;0,0407548;0,04088545;0,04747486;0,04905367;0,04096699;0,04319239;0,03860855;0,045156;0,04493999;0,04700565;
741,000;0,04460144;0,05502081;0,04232311;0,05740404;0,0486474;0,04786158;0,04687405;0,05328608;0,05382109;0,05993605;0,04958582;0,0558095;0,04801607;0,04881477;0,05552816;0,0490489;0,06269836;0,03680325;0,05006361;0,04534292;0,0451932;0,04777956;0,04550838;0,05072975;0,05345201;0,04954433;0,03648233;0,03279257;0,05221128;0,05763245;0,05088663;0,04433203;0,0549078;0,04143333;0,04766893;0,04313231;0,05381775;
742,000;0,05132818;0,0405798;0,04920816;0,03440857;0,02317953;0,03574324;0,03961611;0,03144217;0,03179741;0,03742599;0,04234219;0,04117155;0,04428816;0,03611612;0,0400238;0,04349041;0,0465436;0,03893948;0,04035378;0,04244614;0,02940083;0,03598881;0,02948999;0,03472424;0,02680588;0,03805733;0,04335833;0,04062414;0,03901577;0,04091263;0,04311132;0,03986931;0,04333925;0,03872681;0,03743982;0,03239298;0,04631376;
743,000;0,05164528;0,05129433;0,03913593;0,05053902;0,06215954;0,04881382;0,05077171;0,05183172;0,05726576;0,0501194;0,05965757;0,04752493;0,04753542;0,06001139;0,04581165;0,04578543;0,04557848;0,04681015;0,05346251;0,0548315;0,05274534;0,0510602;0,05223799;0,05501509;0,04964495;0,045084;0,04279757;0,0476532;0,05448532;0,04574776;0,05324173;0,05472803;0,05133295;0,05929089;0,0416131;0,04683876;0,04977846;
744,000;0,0461936;0,05402565;0,05262756;0,06656408;0,04763937;0,05426884;0,042418;0,05871296;0,03604031;0,05831766;0,04675102;0,05837774;0,04651976;0,04785442;0,04253578;0,05421972;0,04617834;0,05031538;0,04277802;0,06220865;0,05443478;0,05076885;0,05839157;0,04328394;0,06663942;0,05033541;0,04945755;0,05327702;0,05406427;0,05014467;0,05027628;0,05816698;0,05497694;0,06259775;0,05758762;0,04245806;0,0503993;
745,000;0,04238319;0,04662037;0,05402994;0,0315094;0,04408693;0,04467773;0,05118895;0,04048443;0,04304552;0,03965807;0,04717922;0,03184938;0,04016876;0,03268003;0,04710197;0,03114891;0,05144739;0,03084135;0,04739761;0,03502274;0,04749823;0,03552389;0,04346991;0,04405451;0,03148222;0,03951597;0,04254961;0,05006886;0,0460887;0,03860092;0,04292393;0,03847885;0,02908182;0,03938055;0,0383234;0,04719591;0,03967142;
746,000;0,04446077;0,04901934;0,0413847;0,04708385;0,0493021;0,07057762;0,04609156;0,06080389;0,03257799;0,05530024;0,04118347;0,05318975;0,05487728;0,05269241;0,04254961;0,04227304;0,05441713;0,03464985;0,04678535;0,05017757;0,05384731;0,03755093;0,05484772;0,04992199;0,0544014;0,04652119;0,04588127;0,03794909;0,03539324;0,04315901;0,04381037;0,041471;0,06035995;0,05058336;0,04139471;0,04153061;0,05175161;
747,000;0,06960535;0,05166721;0,04972553;0,04530716;0,04225159;0,05009556;0,05017805;0,03616953;0,05003786;0,04787111;0,04623604;0,05129194;0,04892969;0,0435853;0,04469061;0,04344845;0,05208635;0,04736519;0,04806232;0,04464579;0,04325151;0,03201962;0,0480938;0,04558897;0,05246925;0,04083204;0,0596776;0,04337168;0,05570269;0,05661392;0,0484128;0,05235958;0,05405521;0,03894949;0,04504251;0,04368973;0,04586935;
748,000;0,04371357;0,05605078;0,04992771;0,06149817;0,06031275;0,056705;0,05108881;0,05963659;0,05361843;0,05562067;0,05321693;0,05441189;0,05962324;0,06456995;0,05001259;0,04550648;0,0604167;0,04738855;0,05341625;0,04919052;0,05860329;0,05101347;0,05524778;0,04741096;0,05390358;0,05168486;0,05646515;0,05432701;0,05511332;0,0579586;0,06277657;0,04833984;0,05964804;0,0400281;0,04679251;0,05878258;0,05221891;
749,000;0,05480957;0,05626106;0,03636169;0,05328941;0,05227613;0,0383625;0,04343033;0,04979372;0,05630445;0,04678535;0,0473237;0,06506014;0,04880333;0,05834723;0,04223824;0,04728222;0,05507183;0,05599356;0,04661083;0,03816891;0,04847527;0,04978037;0,0489006;0,04382896;0,05372334;0,05040169;0,04320955;0,04460382;0,03870773;0,0528121;0,04496336;0,04420519;0,04324818;0,04174709;0,05018711;0,04524279;0,05690145;
750,000;0,04177427;0,03209543;0,04600716;0,03424025;0,04119396;0,03487349;0,04065275;0,04038382;0,04005098;0,03887129;0,04342031;0,04663658;0,0342536;0,04879808;0,03063154;0,04681301;0,03659487;0,03518581;0,04263544;0,03830481;0,03492069;0,03933334;0,04049063;0,04447985;0,04125166;0,03512812;0,04633617;0,03812408;0,03861904;0,03629065;0,03558445;0,03867102;0,04420042;0,03750896;0,04279184;0,04222298;0,03686047;
751,000;0,05903387;0,0637536;0,0555439;0,06080389;0,07557964;0,07259655;0,06518316;0,06182051;0,06550646;0,0597043;0,05765963;0,05974293;0,06012011;0,05880976;0,06226015;0,05936146;0,05614805;0,05864048;0,06101799;0,05904198;0,06091261;0,06044579;0,05284023;0,05858803;0,06735325;0,06180334;0,06096411;0,05631018;0,06218386;0,05717897;0,06017017;0,06287766;0,05182791;0,05964994;0,06550121;0,05809784;0,05934095;
752,000;0,04162216;0,03862858;0,04433012;0,0441637;0,03054476;0,03321791;0,03606272;0,04978275;0,02813339;0,03865719;0,03605604;0,03609133;0,0307579;0,04153967;0,03345728;0,03078175;0,04698658;0,03865862;0,03067684;0,03341627;0,02544832;0,03349495;0,03327513;0,02799177;0,03594637;0,03599739;0,04156256;0,02821732;0,03870153;0,04154587;0,0415554;0,03068924;0,02816582;0,03885269;0,03328848;0,04159784;0,03608847;
753,000;0,05841732;0,04458809;0,04519463;0,04650354;0,05191994;0,04796648;0,04928923;0,05284739;0,05982447;0,04233742;0,04398632;0,04991341;0,05368948;0,04693747;0,05546331;0,05114841;0,0461297;0,04098463;0,0446825;0,04773855;0,05062151;0,0557332;0,03701305;0,04281712;0,04837656;0,0478034;0,04914045;0,05682325;0,04375839;0,04943228;0,05302858;0,0467701;0,04814196;0,05184746;0,04438591;0,05286884;0,04948425;
754,000;0,04406834;0,04854441;0,04350424;0,04595613;0,04811907;0,04920197;0,0359602;0,05332756;0,04322767;0,05405951;0,047966;0,04653597;0,04325628;0,04275084;0,03990841;0,04508829;0,04594803;0,04288626;0,04665518;0,04793882;0,0431571;0,03698921;0,05471277;0,0460043;0,05419016;0,05242395;0,03738356;0,04215193;0,04327202;0,04608297;0,04627466;0,03680277;0,04708767;0,04110193;0,04801846;0,04682446;0,05017233;
755,000;0,04413128;0,04107046;0,05260849;0,04270983;0,03659105;0,04043913;0,0395236;0,04127979;0,03942204;0,03714752;0,04517221;0,04909229;0,03786612;0,04124403;0,04388237;0,03580379;0,04362822;0,03807211;0,04486418;0,04175806;0,04739761;0,04118681;0,04381514;0,03640175;0,04451799;0,04215765;0,03834105;0,04204798;0,03327227;0,03924274;0,04197884;0,04256535;0,03937912;0,04025459;0,04400158;0,0389142;0,04825211;
756,000;0,03794765;0,03452826;0,04602718;0,04412508;0,0400033;0,04086637;0,04746342;0,04067421;0,03962851;0,04432821;0,0413208;0,04451036;0,03710699;0,04732513;0,04338264;0,04523945;0,04697275;0,04366684;0,04107475;0,03944731;0,04698181;0,04559612;0,0477581;0,03937054;0,03935719;0,03902197;0,04251337;0,04682207;0,03928423;0,03991938;0,04553032;0,04792643;0,04373217;0,03896141;0,03995466;0,04690409;0,03916979;
757,000;0,04192686;0,04909754;0,04661131;0,05132771;0,04690886;0,04713202;0,04189014;0,04734802;0,04640341;0,04749489;0,04827356;0,04170084;0,0447607;0,0405941;0,04521179;0,05202723;0,05068016;0,04937124;0,04027224;0,04463768;0,04614353;0,04215717;0,04579639;0,04138803;0,04239368;0,04775429;0,04654312;0,04309273;0,04683876;0,0448761;0,04267311;0,04475594;0,04859686;0,04938269;0,04829454;0,04696083;0,0499568;
758,000;0,04007721;0,04014683;0,04181528;0,0452857;0,04017878;0,04110861;0,04294205;0,04197359;0,04427958;0,03785658;0,04566336;0,04393864;0,03697538;0,03926802;0,04548979;0,046103;0,04352999;0,03964853;0,04222059;0,04057646;0,0404048;0,03943396;0,03960943;0,03945017;0,03745985;0,03990412;0,04241323;0,03784943;0,04416895;0,04140949;0,04222488;0,03990698;0,04607725;0,04007959;0,03715467;0,0390954;0,04261827;
759,000;0,05268192;0,04917574;0,0477953;0,04930162;0,05274773;0,05438709;0,05477476;0,04752827;0,05285883;0,05446959;0,0546422;0,05099201;0,05630207;0,05447865;0,05119371;0,0545435;0,04934692;0,04570246;0,05110407;0,04906464;0,04749632;0,05452061;0,05109978;0,05457258;0,04735565;0,0421114;0,0475955;0,0546298;0,04935312;0,04760647;0,05281448;0,04935312;0,04939795;0,05618191;0,0561142;0,05627823;0,05470943;
760,000;0,04775858;0,04472637;0,03758717;0,04874897;0,04213953;0,05053806;0,04154205;0,04659748;0,04674292;0,04817915;0,04654551;0,04901028;0,04125547;0,04772758;0,04293823;0,04739094;0,04527426;0,04648447;0,04449511;0,05063343;0,04647255;0,04631233;0,04343271;0,0427084;0,04968452;0,05319834;0,0435338;0,04184294;0,04876757;0,04523277;0,0461421;0,04369783;0,04470301;0,04738569;0,04952955;0,04588795;0,03978109;
761,000;0,04441118;0,04751158;0,05382681;0,04627323;0,0439086;0,04195356;0,05136824;0,04665041;0,05101871;0,05047083;0,04896593;0,0413084;0,05152369;0,04655695;0,04408836;0,04463243;0,04882002;0,0455184;0,04403877;0,03862619;0,04479027;0,04753542;0,049788;0,04593849;0,04431629;0,04221344;0,04834795;0,05024481;0,0463748;0,04742098;0,03945589;0,04846144;0,04624796;0,04265118;0,04850674;0,04464149;0,04689741;
762,000;0,05086756;0,05513239;0,04966164;0,04961777;0,06080818;0,05680561;0,05047274;0,05421114;0,05753565;0,05562735;0,05284071;0,05312204;0,0550437;0,05050278;0,05211449;0,05500555;0,05427456;0,0576539;0,05125666;0,05599213;0,04852724;0,04909754;0,04963017;0,04973459;0,04912615;0,05059862;0,04957008;0,04341507;0,04906178;0,04949331;0,04863453;0,05320978;0,05446053;0,05441713;0,0542264;0,0465064;0,05445766;
763,000;0,0436902;0,0406394;0,04268599;0,04794836;0,0358386;0,03552818;0,03333092;0,03871298;0,0473094;0,04282236;0,03595924;0,04223824;0,03813934;0,04443693;0,03644085;0,03658581;0,04340219;0,04344511;0,03391123;0,04301834;0,041399;0,03536654;0,03875065;0,04122305;0,03858137;0,03987885;0,04013157;0,04190111;0,05118465;0,0328908;0,04324961;0,04128742;0,03813934;0,03951931;0,04424429;0,03717899;0,04339266;
764,000;0,04323578;0,0394063;0,04189062;0,03774977;0,04364777;0,0410099;0,04238129;0,04308605;0,04291153;0,04424429;0,04247522;0,0403862;0,04537773;0,03938532;0,03999329;0,04547596;0,04169607;0,03797817;0,03772831;0,04222727;0,04090357;0,04032421;0,04739857;0,04078531;0,039042;0,03875113;0,03905487;0,04344988;0,03695059;0,03702831;0,03860807;0,03762531;0,04626369;0,03721142;0,03658533;0,04153681;0,04145002;
765,000;0,04588318;0,05055285;0,04220295;0,0501461;0,04355574;0,04889488;0,04245806;0,05199528;0,04441881;0,04702663;0,04633236;0,04548311;0,04405355;0,04658747;0,04774237;0,04804945;0,04285479;0,0461216;0,04709625;0,04972887;0,04342699;0,04636955;0,04825163;0,04393578;0,04414225;0,04529715;0,05001163;0,04258871;0,04495573;0,04735279;0,04591703;0,0477109;0,0497241;0,04595661;0,04419327;0,05140018;0,0445466;
