,SP_kinetics_test_5um_cavity_11-11-2021_16h34_29s,SP_kinetics_test_5um_cavity_11-11-2021_16h34_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h35_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h35_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h36_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h36_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h37_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h37_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h38_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h38_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h39_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h39_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h40_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h40_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h41_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h41_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h42_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h42_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h43_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h43_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h44_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h44_49s,SP_kinetics_test_5um_cavity_11-11-2021_16h45_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h45_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h46_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h46_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h47_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h47_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h48_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h48_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h49_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h49_47s,SP_kinetics_test_5um_cavity_11-11-2021_16h50_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h50_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h51_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h51_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h52_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h52_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h53_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h53_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h54_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h54_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h55_17s,SP_kinetics_test_5um_cavity_11-11-2021_16h55_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h56_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h56_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h57_19s,SP_kinetics_test_5um_cavity_11-11-2021_16h57_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h58_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h58_48s,SP_kinetics_test_5um_cavity_11-11-2021_16h59_18s,SP_kinetics_test_5um_cavity_11-11-2021_16h59_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h00_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h00_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h01_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h01_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h02_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h02_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h03_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h03_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h04_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h04_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h05_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h05_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h06_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h06_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h07_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h07_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h08_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h08_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h09_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h09_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h10_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h10_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h11_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h11_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h12_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h12_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h13_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h13_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h14_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h14_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h15_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h15_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h16_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h16_47s,SP_kinetics_test_5um_cavity_11-11-2021_17h17_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h17_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h18_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h18_49s,SP_kinetics_test_5um_cavity_11-11-2021_17h19_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h19_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h20_19s,SP_kinetics_test_5um_cavity_11-11-2021_17h20_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h21_17s,SP_kinetics_test_5um_cavity_11-11-2021_17h21_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h22_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h22_48s,SP_kinetics_test_5um_cavity_11-11-2021_17h23_18s,SP_kinetics_test_5um_cavity_11-11-2021_17h23_49s,
4146.767,0.1623616,0.1629982,0.163889,0.1651906,0.1664397,0.1677811,0.16892,0.1698788,0.1711439,0.1719259,0.1727309,0.1734763,0.1743493,0.1748715,0.1755246,0.1761031,0.1766432,0.1771038,0.1776304,0.1781956,0.1787523,0.1789129,0.1794973,0.1798039,0.1802098,0.1805342,0.1810031,0.1811957,0.1817045,0.1819484,0.1823053,0.1825314,0.1828697,0.1831975,0.1835078,0.1837821,0.184078,0.1842824,0.1846342,0.1849588,0.1851041,0.1853862,0.1855739,0.1858488,0.1861343,0.1863631,0.186593,0.1867519,0.1870211,0.1873234,0.1875434,0.1876096,0.1878221,0.1880669,0.1883083,0.1885483,0.1888043,0.1889806,0.1890937,0.1893208,0.1895624,0.1897386,0.1899775,0.1901457,0.1902649,0.1904982,0.190699,0.1908693,0.1911135,0.1913249,0.1914599,0.1916332,0.1918037,0.1918494,0.1920916,0.1923389,0.1923818,0.1925701,0.1928258,0.1929517,0.1930542,0.1932864,0.1934006,0.1935538,0.1936399,0.1937834,0.1939543,0.1939864,0.1941033,0.1942219,0.1943601,0.1945586,0.19482,0.1948702,0.1950143,0.1950979,0.19516,0.195224,0.1953814,0.19563,
4142.910,0.1727904,0.1733233,0.1742977,0.1754819,0.1767023,0.1779859,0.1791387,0.179967,0.1811701,0.1819156,0.1827268,0.1834354,0.1842326,0.1846933,0.1852599,0.1858918,0.1863254,0.1867415,0.1872039,0.1877194,0.1882493,0.1884225,0.1888761,0.1892001,0.189573,0.1898797,0.1903253,0.1905397,0.1909892,0.191106,0.1914493,0.1916656,0.191971,0.1923034,0.1925215,0.1927733,0.1931012,0.1932946,0.1934482,0.1938035,0.1940194,0.1942516,0.1943719,0.1945828,0.1948623,0.1950832,0.1953576,0.195357,0.1956988,0.1958709,0.1961175,0.196181,0.196312,0.1965137,0.1966548,0.1968601,0.1971749,0.1973836,0.1974386,0.1976052,0.1977816,0.1979794,0.1982336,0.1982852,0.1984579,0.1985872,0.1987601,0.1989499,0.1991072,0.1992718,0.1994163,0.1994589,0.1996544,0.1997618,0.1998573,0.2001464,0.2001469,0.2003616,0.200495,0.2006453,0.2007234,0.2009293,0.2010811,0.2011691,0.2012033,0.2013779,0.2014569,0.2015327,0.2016033,0.2016343,0.2017966,0.2019982,0.2021293,0.2021587,0.202337,0.2023448,0.2025135,0.2024889,0.2026067,0.2027951,
4139.052,0.1833944,0.1837984,0.1848247,0.1858975,0.1870306,0.1881906,0.189288,0.190021,0.1910141,0.1917674,0.1925349,0.1931968,0.1938347,0.1942345,0.1947494,0.1953794,0.1957241,0.1960834,0.1964484,0.1968914,0.1973533,0.1975121,0.1978754,0.1981876,0.1985243,0.1987388,0.1991552,0.1993867,0.1997198,0.1997495,0.2000777,0.2002383,0.2005096,0.2007854,0.2009544,0.2011785,0.2014958,0.2016523,0.2016805,0.2019928,0.202247,0.2024151,0.2025167,0.2026425,0.2029024,0.2031598,0.203369,0.2032522,0.2036708,0.2036725,0.2038624,0.2040039,0.204088,0.2042323,0.2042892,0.204393,0.2047263,0.2049626,0.2049681,0.2050585,0.2051828,0.2053562,0.2056028,0.2055318,0.2057187,0.205837,0.205932,0.2061282,0.2062363,0.2063205,0.2064923,0.2064487,0.2065621,0.2067131,0.2067391,0.2069756,0.2070412,0.2071533,0.207227,0.2073898,0.2074023,0.2076204,0.2077384,0.2077561,0.2078413,0.2079498,0.2079687,0.2080158,0.2080696,0.2080414,0.208252,0.2083696,0.2083833,0.2084784,0.2085721,0.20859,0.2087813,0.2087058,0.2087589,0.2088651,
4135.195,0.1939178,0.1941786,0.1951829,0.1961415,0.1970734,0.1980824,0.199008,0.1997057,0.2004496,0.2011338,0.20183,0.2023917,0.2028672,0.2031655,0.2036242,0.204182,0.2044166,0.2047647,0.2050223,0.2053613,0.2057359,0.2058237,0.2061777,0.2063653,0.2066842,0.2068068,0.2071159,0.2072851,0.207548,0.2075336,0.2078367,0.2078784,0.2080895,0.2083282,0.2084332,0.2086705,0.208856,0.2089614,0.2089932,0.2092104,0.2093712,0.2094905,0.209589,0.2096891,0.2098724,0.2101256,0.2101924,0.2100939,0.2104219,0.2103808,0.2104301,0.2106366,0.2107322,0.2108355,0.2108136,0.2108232,0.2110772,0.2113226,0.2112925,0.2113105,0.2114006,0.2115312,0.2116722,0.2115663,0.2117119,0.2118456,0.2118859,0.2120194,0.2120993,0.2121407,0.2122708,0.2122363,0.2122699,0.2123649,0.212373,0.2125032,0.2126579,0.2126096,0.2126904,0.2128137,0.212772,0.212942,0.2130009,0.2129772,0.2131455,0.2131103,0.213144,0.2131075,0.2131521,0.2131505,0.213283,0.2133406,0.2132927,0.2134219,0.2134135,0.2134542,0.2135776,0.2134773,0.2135142,0.2135487,
4131.337,0.2035074,0.2036623,0.2045457,0.2053558,0.2060434,0.2068467,0.2075499,0.2081532,0.208683,0.2091814,0.2097499,0.210131,0.2104747,0.2106471,0.2110046,0.2114068,0.2115428,0.2118759,0.2120152,0.2122068,0.2125151,0.2125399,0.2128337,0.2128256,0.2131425,0.2132104,0.213365,0.2134008,0.2136228,0.2135637,0.213788,0.2137689,0.2139221,0.21413,0.2141225,0.2143212,0.21439,0.2144373,0.2144728,0.2146162,0.214634,0.2146968,0.2147464,0.2148515,0.2149485,0.2150672,0.2150489,0.215009,0.2151594,0.2151752,0.2151196,0.2153035,0.215376,0.2154109,0.2153846,0.2152997,0.2154589,0.2156709,0.2156033,0.2155282,0.2155918,0.2157085,0.2156433,0.2156086,0.2156968,0.2157651,0.2157962,0.2158176,0.2158849,0.2158864,0.2159355,0.215936,0.2159186,0.2159242,0.2159083,0.2159556,0.2160932,0.2159778,0.2160532,0.2160671,0.2160224,0.2160824,0.2161196,0.2160604,0.2162716,0.2160866,0.2161758,0.2160476,0.2160851,0.2161258,0.2161317,0.2161559,0.2160863,0.2161941,0.216081,0.2160974,0.216154,0.2160539,0.2161058,0.2160952,
4127.480,0.2111887,0.2112965,0.2119356,0.2125817,0.2129974,0.2135434,0.2140333,0.2143957,0.2147367,0.2150004,0.2153627,0.2155217,0.2157306,0.2157753,0.2160324,0.2161912,0.216257,0.2164897,0.2165286,0.2165627,0.2167622,0.2167495,0.2168933,0.2167719,0.2170122,0.2170167,0.2170145,0.2169674,0.2171064,0.2169878,0.2170684,0.2170798,0.2171838,0.217277,0.2172098,0.2172321,0.2173143,0.2172764,0.2172521,0.2173584,0.2172702,0.2172597,0.2172329,0.2172779,0.2173351,0.2172749,0.2172285,0.2171914,0.2172615,0.2172372,0.2171432,0.2172475,0.217221,0.2171839,0.2171971,0.2170512,0.2171238,0.2172101,0.2171417,0.2169953,0.2169833,0.2170887,0.2169059,0.2169055,0.2169038,0.2168652,0.2168808,0.2168046,0.216871,0.2168081,0.2167878,0.216802,0.216723,0.2166447,0.2166543,0.2165962,0.2166209,0.2165002,0.2165468,0.2164754,0.216443,0.2164031,0.2164124,0.2163218,0.216494,0.2162311,0.2163764,0.2161207,0.2161854,0.2161959,0.2161746,0.2161216,0.2160377,0.216111,0.215922,0.2158435,0.2158825,0.2158143,0.215842,0.2157774,
4123.622,0.2162659,0.2163356,0.2166683,0.2171191,0.2172203,0.2174785,0.2177312,0.2178034,0.2179179,0.2179312,0.2180766,0.2180161,0.2180465,0.2179806,0.2181215,0.2180321,0.2179895,0.2180741,0.2180411,0.2179278,0.2179197,0.2178992,0.2178636,0.217748,0.2178331,0.2177231,0.2176019,0.2175415,0.2175444,0.217423,0.2173104,0.2172914,0.2173701,0.2172856,0.2172406,0.2170407,0.2171491,0.2170184,0.2169413,0.2169686,0.216834,0.2167272,0.2166509,0.2165863,0.2165969,0.2164768,0.2163394,0.2163015,0.2163577,0.2161787,0.2160305,0.2160816,0.2159572,0.2158631,0.2158743,0.2157434,0.2156795,0.2156086,0.2155433,0.2153953,0.2152844,0.215338,0.2151607,0.2150795,0.2149984,0.2149099,0.2148586,0.2147076,0.2147343,0.2146373,0.2145678,0.21459,0.2144491,0.2143176,0.2143295,0.2141564,0.2140823,0.2139294,0.2139338,0.2138651,0.2137916,0.2136742,0.213627,0.2135463,0.213567,0.2133571,0.213471,0.213139,0.2132229,0.2131544,0.2131729,0.2130264,0.2128725,0.2129358,0.2127676,0.2125487,0.2126048,0.2125608,0.2125046,0.2124117,
4119.765,0.2184126,0.2183993,0.2184299,0.2186298,0.218393,0.2183291,0.2182859,0.2181293,0.2179945,0.2177308,0.2176684,0.2174235,0.2172731,0.2170858,0.2170242,0.2167649,0.2165843,0.2165451,0.2164211,0.2161681,0.2159536,0.2159321,0.2157471,0.2156039,0.2155609,0.215306,0.2151344,0.2150242,0.2148868,0.2148081,0.2145392,0.214401,0.2144147,0.2141967,0.2141734,0.213868,0.2138803,0.2136704,0.2135956,0.2134681,0.2133674,0.2131421,0.2130043,0.2128967,0.2127536,0.2126739,0.2124354,0.2123923,0.2123653,0.2121007,0.2118825,0.2119089,0.2117224,0.211536,0.2115208,0.2114432,0.2112174,0.2110704,0.2109574,0.2108009,0.210648,0.2106322,0.2104135,0.2102926,0.2101722,0.2100577,0.2099112,0.2096997,0.2096375,0.2095596,0.209442,0.2094537,0.2092658,0.2091599,0.2090084,0.2088575,0.2087224,0.208551,0.2084869,0.208396,0.2082647,0.2081114,0.2079864,0.2079458,0.2077991,0.2076742,0.2076644,0.2073908,0.2074353,0.2073132,0.2073322,0.2071403,0.2068856,0.2069336,0.2068267,0.2065297,0.2065874,0.2065432,0.2063714,0.2063123,
4115.907,0.2175258,0.2174012,0.2171782,0.2170278,0.2164789,0.2160856,0.215718,0.2153849,0.2150356,0.2144893,0.2142396,0.2138212,0.2135619,0.2131899,0.2129049,0.2125376,0.2122368,0.2120878,0.2118685,0.2114951,0.2111841,0.2110603,0.2108048,0.2105344,0.210391,0.2100631,0.2098393,0.2096414,0.2094299,0.2093051,0.2089932,0.2087709,0.2086162,0.2083607,0.2082811,0.2080262,0.2078212,0.2075754,0.2075073,0.2072316,0.2071496,0.206873,0.2066239,0.2065466,0.2062107,0.20613,0.2059024,0.2057842,0.2056533,0.2053962,0.2051523,0.2051096,0.2048905,0.2046191,0.2045251,0.2044955,0.2041622,0.2039878,0.2038668,0.2036302,0.2034892,0.203407,0.2030704,0.2030175,0.2028499,0.2026792,0.2024353,0.202241,0.2020925,0.20203,0.2018368,0.2018038,0.2015741,0.2015068,0.2011989,0.201147,0.2009303,0.2008,0.2006496,0.2004993,0.2003285,0.2002061,0.1999855,0.1999643,0.1997488,0.1996351,0.1995066,0.1993305,0.199293,0.1991659,0.199127,0.1989319,0.198678,0.1986357,0.1985418,0.1982908,0.198256,0.1982436,0.1979987,0.1979359,
4112.050,0.2136533,0.2134331,0.213015,0.2124587,0.2116554,0.21098,0.2103516,0.2097932,0.2092514,0.2085129,0.2081202,0.2075427,0.2071393,0.2066259,0.2061813,0.20573,0.2053046,0.2050371,0.2047535,0.204281,0.2039865,0.2036535,0.2033936,0.2029928,0.2027359,0.2024222,0.202118,0.2018488,0.2016306,0.2013586,0.2010288,0.2007754,0.2004942,0.2002382,0.2000546,0.1998583,0.199441,0.1992365,0.1990981,0.1987584,0.1985926,0.1983674,0.1980233,0.1979164,0.1975292,0.1973853,0.1972011,0.1970119,0.1968187,0.1965544,0.1963364,0.1961527,0.1959207,0.1956678,0.195407,0.1954126,0.1950444,0.1948292,0.1947509,0.1944336,0.1943252,0.1941686,0.1937899,0.1937191,0.1935088,0.1932968,0.1929565,0.1928816,0.1926389,0.192576,0.1923066,0.1922346,0.1919762,0.1918544,0.1915965,0.1915167,0.1912218,0.1911508,0.1909509,0.1907617,0.1905267,0.190457,0.1901822,0.1901127,0.1899085,0.1898016,0.1896317,0.1894484,0.1893421,0.1892076,0.189092,0.1889226,0.1887832,0.1885855,0.1884652,0.1883267,0.1881236,0.1881563,0.1879319,0.1878009,
4108.193,0.207123,0.206815,0.2061849,0.2053399,0.2043004,0.2034218,0.2026592,0.201788,0.2010673,0.2002787,0.1997206,0.1990599,0.1984207,0.1979036,0.1973159,0.1968092,0.1962667,0.195887,0.1955718,0.1949936,0.1947404,0.1942592,0.1939911,0.193508,0.1931922,0.1928572,0.1924969,0.1921827,0.1919666,0.1915646,0.1911611,0.1908778,0.190597,0.1902853,0.1900705,0.1898147,0.1893619,0.1891932,0.1889175,0.1886227,0.1883323,0.1881234,0.187799,0.1875581,0.1872381,0.1870356,0.18683,0.1866321,0.1863962,0.1861062,0.1859136,0.1856083,0.185338,0.1851888,0.1847927,0.184783,0.1844367,0.1841975,0.1840764,0.1837555,0.183674,0.1834324,0.1831502,0.1829439,0.1827079,0.1825162,0.1821018,0.1821167,0.1817764,0.1817224,0.1814518,0.1813484,0.1811037,0.1808396,0.1807189,0.1805367,0.1802152,0.1801728,0.1799911,0.1797368,0.1794807,0.1793812,0.1791387,0.1789506,0.1787889,0.1787121,0.1785505,0.1782984,0.1781799,0.1780126,0.1778287,0.1776908,0.1776451,0.1773101,0.1772017,0.177118,0.1768397,0.1768176,0.1766632,0.1764926,
4104.335,0.1984762,0.1980537,0.1971908,0.1962153,0.1949567,0.1939456,0.1931077,0.1919875,0.1910972,0.1903124,0.1895826,0.1888702,0.1880523,0.1875609,0.1868463,0.1863164,0.1857449,0.1852662,0.1849027,0.1842691,0.1839643,0.1834738,0.1831576,0.18263,0.182327,0.1818983,0.1815368,0.1812032,0.1809508,0.1805097,0.1800489,0.1797414,0.1794889,0.1790684,0.1788769,0.1785237,0.1781913,0.177955,0.1775863,0.177394,0.1770197,0.176753,0.1765184,0.1761619,0.1758607,0.1756359,0.1754063,0.1751574,0.1749443,0.1746155,0.1744034,0.1740875,0.1737689,0.1736777,0.1732896,0.1731882,0.1729009,0.1726808,0.1724232,0.1721799,0.1720764,0.1717483,0.1715861,0.1713076,0.1710446,0.170913,0.1704799,0.1704331,0.1700767,0.1700058,0.1698211,0.1696471,0.1694522,0.1690559,0.1690131,0.1688006,0.1684917,0.1684473,0.1682819,0.1679731,0.1677878,0.1675746,0.1674085,0.1670902,0.1669774,0.1668891,0.1667215,0.1664817,0.1663889,0.1661912,0.1659623,0.1658198,0.1657946,0.1653983,0.1653563,0.1652219,0.1650088,0.164867,0.1647618,0.1645871,
4100.478,0.1882182,0.1876744,0.1866728,0.1855839,0.184215,0.1831349,0.1821486,0.180975,0.1799369,0.1791204,0.178308,0.1775165,0.176629,0.1761361,0.1753734,0.1748368,0.1743128,0.17376,0.1732721,0.1726818,0.1722532,0.1718114,0.1714257,0.1709255,0.1705895,0.1700842,0.1697826,0.1694006,0.1691156,0.1686997,0.1682825,0.1679556,0.167711,0.1672245,0.1670145,0.1666034,0.1663802,0.1660139,0.165677,0.165512,0.1651355,0.1648609,0.1646441,0.1642457,0.1639091,0.1637073,0.1634831,0.163151,0.1629902,0.1626417,0.1623742,0.162114,0.1618041,0.1616531,0.1613429,0.1611375,0.1609191,0.1607419,0.1603794,0.1602319,0.1600588,0.1596746,0.1595621,0.1592947,0.1590462,0.1589504,0.1585508,0.1583836,0.1580695,0.157934,0.1578388,0.1575736,0.1574291,0.1570003,0.1569676,0.1567872,0.156541,0.1564567,0.1562411,0.1559616,0.1558361,0.1555723,0.1554251,0.1550453,0.1549533,0.1548516,0.1546706,0.1545012,0.1544025,0.1542168,0.1539494,0.1537819,0.1537706,0.1534032,0.1533707,0.153203,0.1530594,0.1528636,0.1527625,0.1525663,
4096.620,0.1767885,0.1761937,0.1751891,0.1739347,0.1725737,0.1714864,0.1702882,0.1691679,0.1680781,0.1672116,0.1663779,0.1655453,0.1646539,0.1641659,0.163421,0.1628797,0.1623812,0.1617854,0.1611777,0.1606224,0.1601264,0.1597408,0.1592594,0.1588773,0.1584236,0.157924,0.1576693,0.1572298,0.1569795,0.1565825,0.156252,0.1559322,0.155648,0.1552128,0.154965,0.1545154,0.1543388,0.1538828,0.1536442,0.1534085,0.1530813,0.1528452,0.1525725,0.1522045,0.1518536,0.1516597,0.1514395,0.151093,0.1509283,0.1506623,0.1503404,0.1501076,0.1498374,0.1496265,0.1493262,0.1490924,0.148921,0.1487681,0.1483974,0.148266,0.1480386,0.1476739,0.1475514,0.147317,0.1471161,0.1469773,0.1466322,0.1464373,0.1461395,0.1459328,0.1458758,0.145537,0.1454291,0.1450628,0.1450103,0.1448696,0.1447159,0.1445508,0.1442658,0.1440582,0.1439345,0.1437354,0.1435549,0.1431734,0.1430727,0.1430006,0.1428253,0.1426943,0.1425496,0.1424087,0.1421225,0.141951,0.1419516,0.141662,0.1415487,0.1414559,0.141315,0.1411234,0.1409991,0.1407979,
4092.763,0.1647039,0.1641486,0.1632058,0.1618227,0.1604993,0.1594081,0.1580858,0.1570003,0.1559725,0.1550751,0.15424,0.1534287,0.1525893,0.1520766,0.1513968,0.1508072,0.1503043,0.1496984,0.1490872,0.1485222,0.1480399,0.1476986,0.1471248,0.1468695,0.1463347,0.1458818,0.1456176,0.1451925,0.1449629,0.1446027,0.1442802,0.1440096,0.1436469,0.1433335,0.1430687,0.1426312,0.142451,0.1420128,0.1417976,0.1415284,0.141208,0.1410028,0.1406866,0.1404213,0.1401073,0.1398363,0.1396321,0.1393039,0.1391202,0.1389682,0.1386342,0.1383933,0.1381337,0.1379567,0.1376039,0.1374278,0.137245,0.1370978,0.1367606,0.1365573,0.1363465,0.1360732,0.1358955,0.1356989,0.1355401,0.1352879,0.1350257,0.1348494,0.1345746,0.1343347,0.1342775,0.1339084,0.1338243,0.1335559,0.1334905,0.1333535,0.133224,0.1330456,0.1327178,0.1325564,0.1324199,0.1322898,0.1321354,0.1317567,0.1316525,0.1315795,0.131453,0.1313137,0.1311635,0.1310156,0.1307864,0.1306226,0.1305805,0.1303506,0.1301982,0.1301848,0.1300231,0.1298478,0.1296799,0.1295441,
4088.905,0.1525186,0.1519975,0.1511101,0.1497262,0.1484489,0.1473164,0.1460154,0.1449415,0.1439989,0.143112,0.1422998,0.14151,0.1407547,0.1401933,0.1395951,0.1389015,0.13842,0.1378478,0.1373112,0.1367976,0.1363525,0.1359995,0.1354497,0.1352374,0.1347295,0.1343052,0.13402,0.1336395,0.1333574,0.133072,0.1327061,0.1324682,0.1320934,0.1318408,0.1316065,0.1312211,0.1309796,0.1306394,0.1303899,0.1301474,0.1298072,0.1296366,0.1293237,0.1291048,0.1288802,0.1285422,0.1283455,0.1280415,0.1278695,0.1277251,0.1274189,0.1272057,0.1269474,0.1268089,0.1264403,0.1263272,0.1260997,0.125965,0.1256656,0.1253988,0.125253,0.1250589,0.1248243,0.1246268,0.1244987,0.1241783,0.1240221,0.1238069,0.1235909,0.1233624,0.1232817,0.1229641,0.1228768,0.1227103,0.1226191,0.1224542,0.1222854,0.122174,0.1218466,0.1216833,0.1215381,0.1214304,0.1213445,0.1209983,0.1209079,0.1207744,0.1207221,0.1205617,0.1204537,0.1202702,0.1201159,0.1199562,0.11985,0.1196323,0.1195364,0.1195288,0.1193686,0.1192103,0.1189855,0.1189385,
4085.048,0.1406245,0.1400961,0.1392358,0.1379452,0.1367341,0.1355979,0.1343678,0.1333425,0.132428,0.1316166,0.1308386,0.1300492,0.1293928,0.1288306,0.1282507,0.1275157,0.1270588,0.1265616,0.126068,0.1256731,0.1252922,0.1248774,0.1244505,0.1242118,0.1237653,0.1233867,0.1230498,0.1227179,0.1224061,0.1221509,0.1217702,0.1215552,0.1212373,0.1209432,0.1208087,0.1204555,0.1201537,0.1198822,0.119676,0.1194226,0.1191408,0.1189534,0.1186951,0.1184167,0.1182636,0.1179765,0.1177413,0.1174726,0.1173504,0.1171493,0.1168579,0.1167297,0.1164948,0.1163362,0.1160044,0.1158826,0.1156597,0.1155167,0.1152968,0.1150365,0.1149268,0.1147178,0.1145157,0.1142912,0.1141476,0.1138823,0.1137706,0.1135173,0.113354,0.1131585,0.113039,0.1128241,0.1127182,0.1126042,0.1124708,0.1122995,0.1121564,0.1120231,0.1117685,0.1115804,0.1114374,0.111338,0.1112829,0.111,0.1109384,0.110751,0.1107207,0.1105765,0.1104842,0.1103271,0.1101852,0.1100574,0.1099063,0.109683,0.109642,0.1096392,0.1094888,0.1093199,0.1090751,0.1090839,
4081.190,0.1292439,0.1287552,0.1278978,0.1267022,0.1255677,0.1245224,0.1233484,0.1224221,0.121513,0.1207952,0.1200921,0.1193072,0.1187396,0.1182133,0.1175987,0.1169465,0.1165115,0.1161157,0.1155844,0.1152886,0.1149982,0.1145477,0.1142015,0.1139326,0.1135103,0.1132135,0.11281,0.1125423,0.1122871,0.1120102,0.1116335,0.1114733,0.1111684,0.1108368,0.1108039,0.1104693,0.1101783,0.1099177,0.109776,0.1095002,0.1093278,0.10907,0.1088788,0.1085745,0.108437,0.1082429,0.1079775,0.1077014,0.1076487,0.1074324,0.1071635,0.1070751,0.1068781,0.1067082,0.1064278,0.1062369,0.1060679,0.1059254,0.1057784,0.105543,0.1054297,0.1051682,0.1050842,0.1048522,0.1046616,0.1044673,0.1043231,0.1041029,0.1039938,0.1038258,0.1036633,0.1035351,0.1034124,0.1033003,0.1031193,0.1029943,0.1029385,0.1026975,0.1025533,0.1023492,0.1022379,0.1021172,0.1020661,0.1018193,0.1017854,0.1016072,0.1015457,0.1014266,0.1013184,0.1012272,0.1010688,0.1010193,0.1008182,0.1006294,0.1005822,0.1006095,0.1004496,0.1002652,0.1000588,0.1000906,
