Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
674.000,0.5137482,0.5031743,0.5179324,0.544662,0.5136771,0.5081139,0.5108047,0.5538187,0.4907589,0.5396428,0.5498238,0.5126181,0.5943503,0.5388131,0.520225,0.550426,0.5660496,0.5279784,0.5443816,0.4981375,0.5376263,0.5174742,0.5567484,0.5255408,0.5513306,0.5670133,0.5201731,0.5023475,0.5187321,0.535605,0.5432348,0.5253325,0.5507593,0.5373712,0.5117879,0.5622263,0.5049925,0.5684605,0.5602727,0.5559449,0.5187073,0.5468216,0.5525365,0.5334225,0.5571074,0.5304651,0.4882417,0.5770154,0.5416193,0.5546422,0.4833546,0.535913,0.508688,0.4887857,0.5407214,0.4795508,0.478785,0.489821,0.5545359,0.5228734,0.5298047,0.4742455,0.5080957,0.4838586,0.5057402,0.5061417,0.5403819,0.5022635,0.5204997,0.5092292,0.537147,0.4768877,0.4722209,0.51056,0.4978518,0.5428085,0.5435953,0.4953566,0.5291381,0.4694624,0.47896,0.5596113,0.4643645,0.511364,0.4925399,0.4842987,0.5105982,0.5010858,0.4774585,0.4864831,0.4589267,0.4605012,0.5060792,0.4592156,0.4964876,0.4660826,0.4939523,0.4817295,0.4567475,0.4983163,0.4704962,0.4537911,0.4524612,0.4887919,0.4615936,0.4612126,0.4852548,0.4831014,0.481482,0.4433494,0.4110866,0.4298525,0.4702916,0.4769001,0.473681,0.4442635,0.4755473,0.4490438,0.4515314,0.4137278,0.4118075,0.4298162,0.4662766,0.4587598,0.5106764,0.4481912,0.4361238,0.4145012,0.3986306,0.4114594,0.4344172,0.4388037,0.4199243,0.3841209,0.4765873,0.4221983,0.4489112,0.4119859,0.4231753,0.4191856,0.4907618,0.4494987,0.4189796,0.4561758,0.5037971,0.4126487,0.4717712,0.410675,0.2753029,0.4251413,0.4027863,0.4269695,0.401669,0.4241433,0.3915944,0.3769875,0.4486051,0.3882494,0.4229469,0.4128709,0.4281163,0.4257302,0.4185395,0.4049201,0.3979859,0.3717937,0.4115252,0.3984108,0.4290457,0.413969,0.3974419,0.3801966,0.3894429,0.3998604,0.3793173,0.4198394,0.4628205,0.3835821,0.3981552,0.4261317,0.43714,
675.000,0.5422416,0.5883665,0.53122,0.5696368,0.5869484,0.6082821,0.5951276,0.603662,0.5645595,0.6548238,0.5841403,0.540875,0.5990787,0.6288342,0.6289825,0.5759335,0.5825562,0.6194792,0.6081142,0.6021385,0.5919623,0.5781837,0.5549588,0.5485063,0.5544086,0.6277728,0.5908318,0.5722418,0.6610427,0.5681915,0.6315479,0.6137948,0.6166615,0.6326251,0.6133084,0.5817652,0.5601616,0.5968032,0.5928741,0.5655355,0.6508393,0.5653782,0.5985217,0.6128125,0.5573864,0.5813098,0.5745683,0.5653839,0.5621605,0.6359482,0.6004343,0.5868492,0.5464296,0.6030898,0.6030426,0.5718436,0.5524845,0.5755053,0.5661654,0.5691733,0.5786262,0.5774622,0.638267,0.6048298,0.5582218,0.5522051,0.5592327,0.5784936,0.6004076,0.5218582,0.5482883,0.6137624,0.6049409,0.5722036,0.4939651,0.5702,0.5680628,0.5343342,0.6229429,0.5493808,0.5449271,0.5900235,0.5225167,0.556766,0.4837232,0.5612435,0.5380015,0.5524321,0.5534105,0.5237808,0.5449486,0.5140848,0.5276318,0.4709811,0.5045962,0.5590134,0.5037661,0.5194597,0.5135512,0.4899273,0.5177207,0.5206361,0.5194035,0.5754166,0.5144472,0.529047,0.4763122,0.507627,0.4773526,0.5099125,0.4717479,0.4809585,0.4960394,0.5327005,0.5228353,0.5282068,0.521306,0.5125732,0.4486799,0.4685483,0.5182958,0.4696565,0.4653916,0.4882159,0.503921,0.5038671,0.499011,0.4671273,0.5013046,0.488534,0.5445175,0.4714594,0.48873,0.4636192,0.5231099,0.450593,0.4696846,0.4480224,0.4943161,0.4618196,0.4434977,0.4131908,0.4849234,0.4588127,0.4436388,0.471427,0.4810953,0.4736476,0.3414011,0.4934206,0.4507093,0.5167613,0.4403138,0.452714,0.4422932,0.4455819,0.4163666,0.4456139,0.3899255,0.4107146,0.4731531,0.468502,0.4686675,0.4499187,0.427424,0.4295201,0.430769,0.4275231,0.4317832,0.4501028,0.4000363,0.42734,0.4123068,0.4026465,0.4403629,0.439836,0.4391489,0.4370012,0.3621907,0.3813963,0.4382119,
676.000,0.5364623,0.5566125,0.5105886,0.6069179,0.4921041,0.5699372,0.5362058,0.5742211,0.619432,0.595202,0.5407476,0.6051412,0.5869107,0.5861678,0.6002884,0.5277543,0.5608873,0.5354862,0.5463901,0.6197934,0.4792948,0.5896182,0.5653734,0.5532851,0.5599332,0.6011767,0.5989418,0.5771728,0.5978122,0.5852771,0.5354605,0.5434122,0.5878386,0.5639954,0.5571828,0.6109543,0.5188103,0.5365524,0.6188154,0.5660353,0.5186033,0.5705442,0.603961,0.5846133,0.5979562,0.5953159,0.5277948,0.5431838,0.5840549,0.5623431,0.572412,0.4956036,0.5801024,0.55551,0.5911283,0.5330849,0.5596266,0.6313262,0.5763335,0.5311561,0.5543675,0.5572219,0.5297341,0.5454645,0.5166721,0.5989194,0.5560775,0.5402055,0.526289,0.5287685,0.5418344,0.5710177,0.4915657,0.4898691,0.4887776,0.549614,0.560771,0.4989533,0.5099778,0.5210004,0.550096,0.5218177,0.5039024,0.4979463,0.5503917,0.5163779,0.5489078,0.488698,0.502264,0.4795775,0.4932518,0.5309315,0.4813848,0.5008678,0.508214,0.5364728,0.5176272,0.4778075,0.5327883,0.4653168,0.5681,0.471817,0.508285,0.4629993,0.5362682,0.4889193,0.4958668,0.4655786,0.4727468,0.5116224,0.4750257,0.4650331,0.5102777,0.479588,0.4603033,0.4863791,0.5001783,0.4496489,0.5179162,0.48804,0.4699283,0.5129251,0.5208797,0.4621429,0.4393144,0.4483404,0.4693623,0.4448004,0.4850974,0.4271255,0.4498434,0.4626884,0.4189124,0.4710479,0.5057015,0.4727407,0.4337873,0.4613724,0.4581914,0.4147539,0.4539843,0.4517298,0.4167786,0.4393067,0.4235964,0.4816189,0.4374285,0.4443488,0.2278047,0.4625235,0.4710836,0.4439216,0.438271,0.4547968,0.4545207,0.4318185,0.4675918,0.4632101,0.4517312,0.4060473,0.4309874,0.4615703,0.4206448,0.4302001,0.4604359,0.4630623,0.3905759,0.4572077,0.3888397,0.4333849,0.4696064,0.4260273,0.4187021,0.3840685,0.4137211,0.4000764,0.4486504,0.4665375,0.4309368,0.3810077,0.427094,
677.000,0.5595121,0.6207709,0.5950828,0.5693331,0.5843215,0.5641236,0.5769825,0.5661263,0.5661473,0.5199561,0.5790205,0.5672994,0.629796,0.6314096,0.5734229,0.5917277,0.5803018,0.6394053,0.619205,0.6143465,0.6515279,0.5614462,0.585619,0.6533933,0.6205044,0.5830312,0.6354113,0.6327004,0.593411,0.5903187,0.6211414,0.6084933,0.6021914,0.5769429,0.5856133,0.5749407,0.5842214,0.5927153,0.5948911,0.573719,0.6055455,0.5451765,0.5278659,0.5442209,0.5566373,0.5888472,0.5759358,0.6080303,0.5693278,0.5378284,0.5769877,0.5829039,0.56426,0.5460749,0.5981207,0.5601797,0.5548601,0.5109501,0.5686817,0.5677872,0.6133757,0.5821657,0.5235686,0.5416336,0.5546188,0.5292401,0.5631032,0.5818911,0.6266494,0.5590811,0.53477,0.5213585,0.5663867,0.5569353,0.5176334,0.5379639,0.538415,0.5283337,0.5664763,0.5316525,0.5377536,0.52741,0.514739,0.5213289,0.5385647,0.5521579,0.5602221,0.5458117,0.5182734,0.545795,0.4717994,0.4601855,0.5808368,0.5216532,0.5109391,0.48774,0.5157719,0.5534186,0.5003657,0.4964609,0.5233788,0.5314083,0.5116892,0.5012536,0.51476,0.5324821,0.4893112,0.5218472,0.5046415,0.4904847,0.5007629,0.493875,0.5037856,0.5240965,0.4861903,0.4968576,0.478868,0.4628901,0.5059752,0.4785237,0.4817362,0.5126619,0.4667473,0.5055947,0.4602828,0.4199591,0.4600635,0.4645681,0.4762745,0.4855952,0.5236173,0.4598346,0.4875193,0.4322209,0.5000372,0.4744372,0.470118,0.4864554,0.4711986,0.4313459,0.4396782,0.4265289,0.4619064,0.4469991,0.4086857,0.4533191,0.401567,0.5057745,0.2819781,0.4955497,0.4453125,0.441834,0.4247079,0.4238167,0.4746208,0.4093666,0.3933139,0.3879142,0.4397588,0.439034,0.4316001,0.4337897,0.4439325,0.3799248,0.4558206,0.4433236,0.4594126,0.4253573,0.4292407,0.4456549,0.4301095,0.405582,0.4095364,0.4339795,0.4226584,0.4521604,0.415916,0.4179888,0.3928852,0.4238544,0.4352736,
678.000,0.6185265,0.7070298,0.6654196,0.6369152,0.6520915,0.649343,0.6047411,0.6898141,0.6907334,0.6808405,0.6418772,0.6210294,0.7499599,0.6618137,0.6529689,0.6612883,0.6703954,0.7299132,0.6378565,0.6807952,0.6076989,0.6596112,0.7266412,0.6206222,0.6571302,0.6349115,0.6906347,0.6727509,0.6380057,0.6993179,0.6298523,0.6477389,0.6497283,0.6730003,0.6235876,0.6780701,0.622272,0.653151,0.6276603,0.653048,0.7045536,0.6413102,0.6705828,0.6505232,0.7241278,0.6649017,0.6200914,0.7055082,0.7053909,0.6513534,0.7161884,0.6599283,0.6218896,0.6404462,0.6693516,0.6630096,0.6210823,0.7128792,0.6029272,0.6659532,0.6117058,0.6367297,0.591651,0.6229644,0.6193318,0.6081448,0.6299753,0.6060085,0.6508193,0.6311612,0.6372247,0.6066651,0.6274595,0.6818213,0.6402073,0.6029139,0.6414785,0.5602732,0.6072264,0.5708232,0.6239209,0.5626626,0.5834002,0.6294851,0.6525245,0.628902,0.5967441,0.611639,0.6343508,0.5714116,0.6087384,0.6502476,0.5844941,0.592185,0.5996213,0.5710998,0.6097779,0.6205006,0.5955596,0.5593596,0.59554,0.581461,0.5799212,0.5687413,0.5674996,0.5652218,0.5501304,0.5710869,0.5266161,0.5977864,0.6031566,0.535882,0.5668802,0.5481982,0.5952039,0.5434628,0.538691,0.5481477,0.5462756,0.5511055,0.5799427,0.5778942,0.5360775,0.5415769,0.5160723,0.5450368,0.5546103,0.5084624,0.5473518,0.5063868,0.6044903,0.5364785,0.5395699,0.547513,0.5672021,0.5438209,0.5243511,0.52315,0.5693078,0.4794974,0.5154872,0.5810761,0.5432734,0.5084391,0.5145907,0.5105171,0.511209,0.5211349,0.4074974,0.5268564,0.5297327,0.5053697,0.5174098,0.5490217,0.4877839,0.5213532,0.5012355,0.539506,0.4729958,0.4872022,0.5262203,0.5001154,0.5213203,0.5081677,0.4870858,0.52,0.4816074,0.5171485,0.490737,0.5237203,0.475575,0.4872551,0.5092115,0.5060549,0.5444303,0.5133147,0.4820104,0.5478559,0.4969716,0.4414473,0.4647217,
679.000,0.6192746,0.5986686,0.650847,0.7323384,0.6608019,0.6976237,0.6600604,0.6737618,0.6621203,0.6911831,0.7455072,0.6998305,0.7091875,0.6121421,0.6638322,0.6341057,0.6861663,0.595705,0.7044106,0.6345263,0.7002988,0.624692,0.6779284,0.6999192,0.695116,0.6809382,0.6405268,0.6674442,0.6473536,0.6936646,0.6917019,0.6756625,0.6514635,0.6786437,0.6713934,0.7040405,0.6754217,0.6955271,0.6652403,0.7152448,0.6376152,0.6222992,0.6614952,0.685287,0.6779008,0.6597581,0.6451092,0.633532,0.7267866,0.657002,0.6434002,0.6603451,0.6470857,0.6707916,0.6121302,0.6435986,0.5969858,0.6552763,0.6687689,0.6141157,0.6265054,0.6196671,0.6742868,0.6148992,0.6660991,0.6848254,0.6244521,0.6016665,0.6215081,0.6225548,0.6560459,0.651361,0.6141019,0.617384,0.6614099,0.607306,0.6160011,0.6609726,0.6014967,0.578104,0.5990658,0.5934534,0.5922971,0.5738626,0.6440639,0.5953264,0.5809069,0.6344862,0.5873709,0.6134119,0.597044,0.5596309,0.6147909,0.6096158,0.560493,0.6232181,0.5756655,0.5986671,0.600769,0.6148362,0.6293554,0.5818272,0.5695915,0.5705233,0.5693746,0.5672126,0.5948496,0.6310663,0.5884795,0.5437131,0.5475726,0.5669703,0.5832458,0.5683513,0.5747848,0.593307,0.5665803,0.5620832,0.5591264,0.5574665,0.5599856,0.534924,0.561626,0.5550284,0.5437908,0.5484271,0.5478463,0.5558143,0.5364561,0.5238647,0.5045061,0.5582085,0.5439062,0.5505056,0.537838,0.5241718,0.5100665,0.500072,0.5513563,0.5071449,0.5326967,0.5352778,0.5007567,0.5352411,0.5391393,0.5133748,0.582221,0.4981728,0.3011098,0.5452213,0.5367031,0.5671854,0.4992743,0.5073228,0.5007267,0.5264215,0.539536,0.5103574,0.5431123,0.5094485,0.5025415,0.4980707,0.4744892,0.5048289,0.4962039,0.4916739,0.4960303,0.5385246,0.4968495,0.4943271,0.4609137,0.5120802,0.5018506,0.5238543,0.4950709,0.5320992,0.5361052,0.4807005,0.4870887,0.5151305,0.5056348,
680.000,0.6856217,0.6839871,0.7002854,0.6500659,0.7292361,0.6382661,0.6736431,0.6847396,0.6573982,0.6596084,0.6774907,0.6624999,0.6869311,0.7439981,0.699616,0.6991987,0.6737971,0.7276125,0.6885977,0.7004633,0.6896267,0.6989861,0.672996,0.7045946,0.6863227,0.7001538,0.6492248,0.6609483,0.6869445,0.6480007,0.6617527,0.6752276,0.6974659,0.7016096,0.7301707,0.6874142,0.6871462,0.6743298,0.6610126,0.6752419,0.6733689,0.6873121,0.6494017,0.7020736,0.6733451,0.6473904,0.6755013,0.7155256,0.6244402,0.636569,0.6874204,0.7023807,0.728354,0.6239986,0.6604719,0.6341109,0.6236639,0.6336875,0.6127586,0.6472807,0.7021909,0.6471896,0.6885991,0.7151055,0.6133223,0.615221,0.6360044,0.6488905,0.6361346,0.6490078,0.624517,0.6363516,0.6619902,0.624073,0.6018095,0.6250868,0.6118779,0.6263652,0.6756916,0.6120315,0.6357913,0.6241617,0.6371074,0.6354418,0.6137962,0.6136756,0.6126556,0.6031084,0.6120291,0.6263232,0.6250806,0.5995312,0.6160445,0.6240568,0.6018109,0.5921841,0.6006875,0.5910234,0.5599523,0.6265178,0.561358,0.5801482,0.6001678,0.5405006,0.6124411,0.5911918,0.5902209,0.6049538,0.6036091,0.5570788,0.6130786,0.5602694,0.5710716,0.5697241,0.5799346,0.5700564,0.5921483,0.6263361,0.5802197,0.5909257,0.601305,0.5905519,0.5692334,0.5595937,0.5414963,0.5697231,0.5598273,0.5218554,0.5486407,0.6025,0.5693789,0.5601325,0.5503054,0.5399761,0.5695863,0.5505228,0.5503545,0.5592222,0.5394835,0.5596504,0.5504694,0.5215945,0.5587645,0.5225825,0.529264,0.5311828,0.5423932,0.5403972,0.3321557,0.5131354,0.5213022,0.5312648,0.5700631,0.539752,0.502739,0.5302296,0.5026202,0.5291734,0.5137262,0.5126629,0.5412517,0.5403728,0.5115089,0.5209584,0.5412812,0.539866,0.5305939,0.5127597,0.5313206,0.5027919,0.5300078,0.5127497,0.5500956,0.5120921,0.5391898,0.5138869,0.4793983,0.5194554,0.4848228,0.5050826,0.5513096,
681.000,0.7281036,0.7177687,0.7074804,0.7142363,0.7248783,0.6622453,0.7301702,0.7910252,0.8137574,0.7466426,0.6406679,0.7011094,0.7049351,0.7291527,0.7705073,0.7471423,0.7339249,0.7045293,0.7079692,0.6900263,0.6945424,0.7258229,0.7336712,0.6453838,0.7654972,0.7467918,0.6470585,0.7134657,0.711751,0.7106705,0.7333632,0.6747746,0.8067732,0.6895695,0.7289577,0.7091851,0.72683,0.7309251,0.6888232,0.7156148,0.6685963,0.6385479,0.6285439,0.6559534,0.6895242,0.7098689,0.6251721,0.6560702,0.7316084,0.6808643,0.639976,0.6375237,0.7448187,0.7117357,0.6585622,0.7498989,0.6593962,0.7268405,0.690968,0.6732659,0.6014323,0.6844258,0.6520295,0.6517444,0.6742716,0.6139846,0.6572437,0.6230006,0.6352963,0.6254187,0.6771531,0.6735492,0.6050186,0.6243353,0.6603756,0.6114082,0.6559944,0.6270852,0.5478358,0.6370473,0.6224942,0.6218538,0.5792108,0.6061091,0.6123662,0.5627923,0.6076207,0.6134501,0.6230679,0.5810657,0.5620413,0.6047535,0.5313587,0.6180415,0.5692058,0.5831399,0.6071019,0.5769897,0.5831938,0.5670013,0.5429907,0.5948925,0.6357722,0.5392838,0.6095328,0.5656881,0.621067,0.5302196,0.5407662,0.6226525,0.5384874,0.5546408,0.5282145,0.5803022,0.5632577,0.5761094,0.5287957,0.4996042,0.5691972,0.5511065,0.5616994,0.5370059,0.5635505,0.5491891,0.4819055,0.5391097,0.5268011,0.5280995,0.5822115,0.4950118,0.4861774,0.5258307,0.514081,0.5265937,0.5251832,0.4819746,0.4809079,0.5143394,0.5362492,0.5147009,0.5052652,0.470892,0.5085287,0.4725146,0.5643907,0.4701877,0.4698148,0.4800606,0.2958608,0.4921708,0.4996643,0.5411682,0.4778333,0.4924054,0.5166497,0.4989605,0.5410461,0.5265431,0.470017,0.4803438,0.4273214,0.4801822,0.4680495,0.4915819,0.4496441,0.4793148,0.4893723,0.4653163,0.4575615,0.4786081,0.4553933,0.4693022,0.4680114,0.5166454,0.4863429,0.4489231,0.4549642,0.5002565,0.5051675,0.4502931,0.4358349,
682.000,0.6524234,0.6005054,0.6648211,0.6712012,0.6639905,0.6761689,0.6739717,0.6715522,0.6574597,0.6574683,0.6641316,0.7614651,0.6743608,0.7505341,0.7104263,0.6769009,0.7234745,0.6663108,0.6539884,0.658371,0.719738,0.6899748,0.7219014,0.7372127,0.6624618,0.6611962,0.707654,0.6876912,0.6608338,0.6426806,0.7110858,0.6635408,0.6052489,0.669096,0.7110591,0.6376653,0.6477661,0.6971564,0.6236668,0.725667,0.6381478,0.6321373,0.6570215,0.6678329,0.6304426,0.6461883,0.6767149,0.6521945,0.6404386,0.7043557,0.6431441,0.6165709,0.6336074,0.6457338,0.6557069,0.6354165,0.642509,0.5942736,0.5863886,0.6296906,0.5809274,0.5771885,0.6177454,0.6183228,0.5819254,0.6320748,0.611279,0.6088238,0.5790854,0.6103587,0.6384201,0.6181722,0.5887547,0.5850463,0.6287594,0.6154389,0.5881181,0.5938869,0.6049137,0.5723357,0.5944724,0.587296,0.5574303,0.5836167,0.5926399,0.5568542,0.5654268,0.5908246,0.5788193,0.5944648,0.5574355,0.5498834,0.6099267,0.5238996,0.604506,0.5930195,0.5533609,0.5422425,0.5427814,0.5583086,0.5384674,0.549356,0.5096197,0.5206017,0.5672631,0.5604048,0.5142379,0.5845351,0.55375,0.5444865,0.5389967,0.5415101,0.5515122,0.5221586,0.5292339,0.4917145,0.5533586,0.5296574,0.5528417,0.5157413,0.4940047,0.5073605,0.5136738,0.4636931,0.5329118,0.5201106,0.4905343,0.48595,0.5105557,0.4765816,0.4806662,0.5015416,0.4872127,0.4858956,0.4974446,0.5043263,0.4953303,0.508431,0.4747915,0.4901552,0.514987,0.4868836,0.4439626,0.5298772,0.4725509,0.4887972,0.4634118,0.5070357,0.3291712,0.4668555,0.4458303,0.492137,0.492981,0.5105524,0.4842596,0.4302464,0.4680433,0.4678631,0.4731164,0.4709067,0.4894824,0.4889908,0.4622059,0.4770646,0.5006218,0.4606619,0.4605899,0.4198189,0.45858,0.4394636,0.4562893,0.47404,0.4792638,0.4648657,0.4473238,0.4592381,0.47368,0.4457345,0.4558487,0.4683337,0.4651084,
683.000,0.6174078,0.6981225,0.6332192,0.6250982,0.6746345,0.6291065,0.6434531,0.6628013,0.64294,0.6975193,0.6801567,0.6402521,0.7236371,0.6412644,0.6608906,0.6608257,0.6074896,0.6757011,0.6558881,0.6056919,0.60219,0.6849203,0.6642742,0.6273866,0.7052708,0.6729217,0.6279755,0.6154966,0.5878696,0.6379409,0.6297569,0.6178479,0.6631851,0.6150246,0.6444426,0.597662,0.6406393,0.6264539,0.6119409,0.6504154,0.6661758,0.6017418,0.537487,0.6051869,0.6114078,0.6152496,0.6526322,0.5605865,0.5916615,0.623436,0.5748596,0.5489626,0.5694938,0.6124659,0.5636725,0.5770082,0.5566072,0.6182446,0.5762644,0.5869622,0.5765181,0.6142583,0.5994668,0.5661211,0.5817881,0.568275,0.5268674,0.5597796,0.5942597,0.5244045,0.5331416,0.5769124,0.5522432,0.5653605,0.5563908,0.5309143,0.5545077,0.4831414,0.5641122,0.559092,0.5393515,0.5460844,0.4760909,0.5128059,0.5014706,0.5364952,0.5225568,0.4809012,0.5300217,0.5321703,0.5348921,0.5893612,0.5082006,0.5150499,0.5172043,0.5011144,0.529973,0.517108,0.4584751,0.4479322,0.4738908,0.4671249,0.4720378,0.5170836,0.4593349,0.4772196,0.4784694,0.4561148,0.4506726,0.5015035,0.4834862,0.4753656,0.4902344,0.4338517,0.4803362,0.4674306,0.46031,0.4688473,0.3961329,0.4619365,0.4447465,0.4358263,0.4866595,0.4150901,0.4776855,0.4382334,0.4082618,0.4216866,0.40451,0.4858952,0.4584584,0.4413567,0.4279127,0.4262357,0.4166751,0.4115872,0.4090929,0.4143662,0.4567099,0.3961258,0.4139767,0.4314184,0.433207,0.4424629,0.4265442,0.3951807,0.3722019,0.4362011,0.3847585,0.4025307,0.4204364,0.4072471,0.4192948,0.4128504,0.3877144,0.4213471,0.3923831,0.3855028,0.4017797,0.3847861,0.4138508,0.4139409,0.3949695,0.396163,0.3943701,0.3631711,0.3922396,0.4059629,0.3792601,0.3760824,0.3894992,0.3967538,0.377646,0.3619833,0.3974323,0.3774667,0.3159142,0.4017024,0.3464904,0.3487368,0.3779821,
684.000,0.6616912,0.5709114,0.6384487,0.6372685,0.6435814,0.654037,0.6217728,0.6626501,0.563519,0.6238213,0.6496067,0.6603069,0.5873313,0.5858693,0.5975089,0.6151671,0.6091638,0.6342702,0.6106906,0.622427,0.5413346,0.6199608,0.657969,0.6105385,0.5934258,0.6581645,0.632266,0.6320734,0.6592064,0.6345811,0.5861182,0.6337886,0.6191692,0.5640168,0.632412,0.6038394,0.6104455,0.5746498,0.5698972,0.6309128,0.5701566,0.6251154,0.5975542,0.5678277,0.6121235,0.5769982,0.6006217,0.5975308,0.5904536,0.6153135,0.5976148,0.5647807,0.6041765,0.5513635,0.5681119,0.5579309,0.5404816,0.6205864,0.5992947,0.5791931,0.5472846,0.5525589,0.5222316,0.5427413,0.5814414,0.5558829,0.5470161,0.5449138,0.5345678,0.5645418,0.5285931,0.563364,0.4911494,0.5932889,0.5524907,0.5541973,0.5590086,0.5294366,0.4964995,0.5045972,0.5216222,0.5298991,0.5405765,0.5032387,0.5733805,0.4915881,0.5327263,0.5518894,0.5520711,0.5215149,0.4992561,0.5426097,0.5324545,0.5022674,0.526299,0.4892836,0.537066,0.4754491,0.5206542,0.5320144,0.5278983,0.4884934,0.5007296,0.4852166,0.4903822,0.4546518,0.487381,0.4555006,0.5103908,0.4659343,0.5078673,0.4754896,0.4770021,0.4862494,0.4621086,0.4678698,0.4871078,0.4828887,0.4720111,0.4839339,0.4759703,0.4811234,0.4657826,0.4638324,0.4606357,0.4554138,0.4546795,0.4610639,0.4769287,0.4598489,0.4254222,0.4509168,0.4528222,0.4650044,0.4496975,0.4828238,0.4720063,0.4534101,0.4467754,0.4704976,0.4847741,0.4681034,0.4262977,0.4462037,0.4476938,0.4361916,0.4634275,0.4413252,0.4201112,0.4429317,0.4386716,0.4252377,0.4329319,0.4576859,0.4044509,0.4567819,0.4240804,0.4696608,0.4359021,0.4287214,0.4324379,0.4410114,0.4304943,0.4139786,0.4280925,0.4406052,0.4221683,0.4284868,0.4178772,0.4269304,0.4103942,0.4096065,0.4078541,0.4196224,0.4034209,0.4266491,0.4315572,0.4427285,0.4398274,0.4018106,0.4138064,
685.000,0.6498489,0.6231818,0.664855,0.6354313,0.6237497,0.6456432,0.6321793,0.6439905,0.6288543,0.6417084,0.6218619,0.6558261,0.6500058,0.6516614,0.655961,0.6172395,0.6268249,0.6418891,0.6467881,0.6262794,0.6550651,0.6449986,0.6313925,0.6627159,0.6313639,0.6158371,0.5908985,0.6397481,0.6140428,0.5963807,0.6566281,0.6657376,0.6246576,0.624229,0.6517944,0.5964637,0.6230841,0.6261773,0.6161451,0.6096358,0.6264033,0.6101274,0.612546,0.602602,0.6068554,0.6018014,0.6001763,0.6001191,0.5880871,0.5829577,0.5864739,0.6062531,0.5911016,0.592155,0.5713296,0.589972,0.5855308,0.5899901,0.609026,0.5803242,0.5860219,0.5803289,0.5898604,0.5895705,0.5755444,0.5743346,0.578805,0.5856662,0.5776486,0.563519,0.5945716,0.587501,0.5805082,0.5528994,0.5781755,0.5922709,0.566783,0.5774865,0.5884233,0.5480576,0.5606637,0.5800614,0.5632033,0.5658736,0.5330524,0.5667028,0.5654631,0.5594463,0.5764289,0.5626297,0.5527802,0.5121884,0.5574627,0.5512643,0.5192089,0.5661077,0.527319,0.5459428,0.5231252,0.5716281,0.5498929,0.5483041,0.5108242,0.5311236,0.5370426,0.5352545,0.5334678,0.5361114,0.5591216,0.5386767,0.5130391,0.5226531,0.533587,0.5412173,0.5436106,0.5359535,0.5266871,0.5442533,0.5242758,0.5087056,0.5218205,0.5091252,0.5151782,0.5320468,0.5071025,0.5357451,0.5031533,0.5161991,0.5020065,0.5250411,0.5022388,0.5287418,0.5207562,0.5064554,0.5131164,0.5141864,0.5023069,0.522572,0.5358024,0.5029984,0.5080361,0.4705729,0.4920058,0.5112505,0.5044432,0.5128536,0.5298529,0.5176272,0.4909382,0.508472,0.4991946,0.4881206,0.5011992,0.4994512,0.4755893,0.493557,0.4826303,0.4983506,0.4912715,0.5209694,0.490201,0.4771323,0.5010376,0.4940119,0.4846449,0.4884067,0.5099359,0.4627838,0.4865084,0.4962959,0.4879098,0.4863291,0.4882278,0.4683499,0.5060463,0.4871488,0.4881716,0.4770098,0.477572,0.485096,0.5047932,
